STATUS;ORBITAL_PERIOD_DAYS;TRANSIT_DURATION_HOURS;TRANSIT_DEPTH_PPM;PLANET_RADIUS_REARTH;PLANET_INSOLATION_EFLUX;PLANET_EQ_TEMP_K;STELLAR_TEFF_K;STELLAR_LOGG_CMS2;STELLAR_RADIUS_RSUN
FALSE POSITIVE;12.42555999;28.083;2964.8;4.72;30.49;599.0;4922.0;4.576;0.704
FALSE POSITIVE;12.4257442;29.122;936.0;8.43;1369.63;1551.0;8691.0;4.072;2.193
FALSE POSITIVE;12.4254241;24.98;378.9;2.17;76.9;755.0;5853.0;4.529;0.895
FALSE POSITIVE;2.991884392;7.5583;123880.0;40.11;1154.88;1486.0;6596.0;4.4;1.094
FALSE POSITIVE;1.795273026;7.3232;125420.0;55.26;1714.88;1642.0;6363.0;4.456;1.012
FALSE POSITIVE;0.755109271;2.619;23.2;0.47;3494.52;1961.0;5606.0;4.39;0.962
FALSE POSITIVE;0.755101141;3.371;76.7;0.19;50.92;680.0;3256.0;5.071;0.207
FALSE POSITIVE;1.75251585;3.489;125.9;1.02;1035.27;1447.0;5952.0;4.554;0.844
FALSE POSITIVE;1.752450163;3.0255;55.5;0.79;1372.36;1552.0;5779.0;4.364;0.99
FALSE POSITIVE;8.27923132;2.355;164.9;1.08;104.49;815.0;5631.0;4.557;0.847
FALSE POSITIVE;2.212877035;4.66961;376200.0;69.18;1221.98;1507.0;6153.0;4.405;1.0
FALSE POSITIVE;0.845097627;1.873;86.5;0.78;1496.92;1584.0;5252.0;4.593;0.783
FALSE POSITIVE;17.445640466;6.08966;334160.0;63.46;51.15;682.0;5759.0;4.481;0.945
FALSE POSITIVE;14.313157391;8.90236;21567.0;34.98;404.48;1144.0;5750.0;3.703;2.379
FALSE POSITIVE;0.676990194;1.69459;20506.0;37.5;3192.15;1919.0;5813.0;4.568;0.816
FALSE POSITIVE;0.515875396;1.21;1773.0;7.22;24441.1;3189.0;7229.0;4.278;1.38
FALSE POSITIVE;2.83401711;5.938;84.2;0.93;859.57;1381.0;6247.0;4.458;1.002
FALSE POSITIVE;0.566803996;3.399;141.6;0.64;786.1;1350.0;4373.0;4.722;0.544
FALSE POSITIVE;0.56681118;2.06;;;;;;;
FALSE POSITIVE;0.566799927;4.71;145.1;0.77;1738.27;1649.0;5092.0;4.671;0.645
FALSE POSITIVE;0.566786121;3.404;81.8;0.79;3678.65;1984.0;5603.0;4.556;0.846
FALSE POSITIVE;0.56679797;4.503;72.6;0.65;2467.38;1799.0;5230.0;4.594;0.777
FALSE POSITIVE;0.566802891;1.861;49.2;1.29;22107.66;3111.0;6487.0;4.08;1.748
CANDIDATE;0.576732089;1.856;35.4;0.43;1316.33;1537.0;4524.0;4.576;0.717
FALSE POSITIVE;1.01884975;3.233;30.9;0.47;2238.64;1754.0;6068.0;4.568;0.829
CANDIDATE;10.9279755;2.486;71.5;0.81;114.42;834.0;6045.0;4.494;0.955
FALSE POSITIVE;32.440339204;4.50984;287600.0;44.56;9.52;448.0;5081.0;4.578;0.696
FALSE POSITIVE;0.552141897;4.985;105.6;10.04;5602.43;2206.0;5952.0;4.486;0.904
FALSE POSITIVE;2.62387291;4.61248;232470.0;74.23;2430.91;1790.0;6728.0;4.206;1.46
FALSE POSITIVE;0.75509861;2.6423;60334.0;60.74;7285.15;2359.0;6038.0;4.206;1.213
FALSE POSITIVE;3.671661096;4.29947;129240.0;105.82;3539.43;1967.0;7343.0;4.02;1.94
FALSE POSITIVE;22.673145675;6.6324;65411.0;30.92;51.67;684.0;5619.0;4.269;1.153
FALSE POSITIVE;0.50948306;3.14;74.6;1.22;19778.63;3024.0;6344.0;4.091;1.39
FALSE POSITIVE;17.329965871;8.43812;252720.0;42.58;21.34;548.0;5079.0;4.588;0.683
FALSE POSITIVE;1.890227354;3.855;112260.0;42.05;551.66;1236.0;5356.0;4.589;0.78
FALSE POSITIVE;1.387206724;3.82527;151430.0;103.41;11126.98;2619.0;7207.0;4.06;1.894
FALSE POSITIVE;1.38718209;2.595;45.5;0.68;2011.41;1707.0;6122.0;4.471;0.996
FALSE POSITIVE;35.026564845;2.90121;120250.0;34.88;13.56;489.0;5546.0;4.575;0.81
CANDIDATE;7.918267;3.478;83.7;0.93;195.36;953.0;5966.0;4.418;1.016
FALSE POSITIVE;3.138580493;4.16343;233340.0;59.24;635.61;1281.0;5593.0;4.311;1.083
FALSE POSITIVE;9.26147679;1.77;;;;;;;
FALSE POSITIVE;581.0723;15.81;1364.2;161858.0;39.36;639.0;5026.0;2.504;16.891
CANDIDATE;10.2170589;2.259;121.3;1.17;176.34;929.0;6211.0;4.384;1.054
FALSE POSITIVE;3.50474265;8.2852;88625.0;200.24;12355.55;2689.0;7624.0;3.622;3.682
FALSE POSITIVE;2.14344093;3.9741;133320.0;28.69;269.48;1033.0;4817.0;4.624;0.7
CANDIDATE;86.95432088;12.11;;;;;;;
FALSE POSITIVE;9.058487716;4.14334;127970.0;20.51;21.15;547.0;4340.0;4.671;0.573
FALSE POSITIVE;2.856085147;4.5776;173840.0;88.52;2164.0;1739.0;6604.0;4.178;1.526
FALSE POSITIVE;0.876941133;1.296;73.5;0.85;3332.14;1938.0;6018.0;4.485;0.975
FALSE POSITIVE;39.238141571;6.07183;439210.0;90.93;43.69;656.0;6599.0;4.35;1.234
FALSE POSITIVE;53.7406575;47.2475;116720.0;25.44;5.93;398.0;5288.0;4.577;0.737
FALSE POSITIVE;7.436016459;4.16284;106530.0;31.39;207.61;968.0;6214.0;4.501;0.933
FALSE POSITIVE;0.750737313;1.712;38.8;0.48;1558.69;1603.0;5151.0;4.602;0.761
CANDIDATE;27.5837778;1.516;202.5;11.03;739.57;1330.0;5092.0;2.945;7.913
FALSE POSITIVE;14.361021578;13.2895;459880.0;45.9;29.44;594.0;5229.0;4.607;0.668
FALSE POSITIVE;2.570431263;5.49699;76826.0;50.18;936.9;1411.0;6244.0;4.473;0.971
FALSE POSITIVE;6.64024496;6.03491;224330.0;74.4;364.44;1114.0;6085.0;4.293;1.215
FALSE POSITIVE;14.844240386;6.83577;83412.0;28.97;101.98;810.0;6161.0;4.367;0.988
FALSE POSITIVE;4.42158021;10.4532;61032.0;188.89;10243.23;2565.0;8026.0;3.65;3.461
FALSE POSITIVE;25.321698729;4.45367;119590.0;56.62;43.39;655.0;6109.0;4.455;1.029
CANDIDATE;3.14735789;3.643;51.8;3.45;5635.4;2209.0;5189.0;3.352;4.93
FALSE POSITIVE;37.878483588;10.5972;222230.0;46.42;15.19;503.0;5985.0;4.603;0.758
FALSE POSITIVE;10.116144515;2.70314;58144.0;17.21;21.56;549.0;4717.0;4.737;0.519
FALSE POSITIVE;0.684496369;2.263;28.4;1.12;17099.5;2913.0;5800.0;3.866;2.053
FALSE POSITIVE;1.953285321;1.67598;1520.3;151.56;17363.68;2927.0;6450.0;3.501;3.928
FALSE POSITIVE;1.012174295;4.6617;323030.0;114.4;13215.77;2737.0;6987.0;4.096;1.716
CANDIDATE;2.61090223;1.976;222.5;1.8;724.16;1323.0;5514.0;4.345;1.071
CANDIDATE;17.6637979;6.194;67.9;2.98;455.65;1178.0;5734.0;3.591;3.405
CANDIDATE;4.02664625;3.771;30.0;0.68;715.51;1318.0;6187.0;4.341;1.238
CANDIDATE;5.1777226;8.275;41.7;0.63;287.44;1050.0;5854.0;4.469;0.979
CANDIDATE;9.48814747;1.163;47.9;0.73;126.75;856.0;5680.0;4.414;1.016
CANDIDATE;5.06993245;3.241;93.6;0.92;291.11;1053.0;5957.0;4.506;0.937
FALSE POSITIVE;346.36642;14.94;148.2;1.57;2.3;314.0;6327.0;4.276;1.259
FALSE POSITIVE;0.51554111;0.87;;;;;;;
FALSE POSITIVE;0.892061734;2.24307;75590.0;46.75;2090.54;1724.0;5561.0;4.512;0.855
FALSE POSITIVE;3.471399214;5.07707;92285.0;89.62;1390.76;1558.0;6026.0;4.101;1.689
FALSE POSITIVE;4.176929219;5.2003;70355.0;31.35;183.08;938.0;5462.0;4.628;0.708
FALSE POSITIVE;6.3762199;2.24;;;168.45;;;;
CANDIDATE;9.78184193;2.3;;;;;;;
CANDIDATE;8.1770751;4.608;44.3;0.83;365.09;1115.0;6501.0;4.281;1.209
CANDIDATE;569.45051;9.63;425.4;1.96;0.61;225.0;6117.0;4.496;0.947
FALSE POSITIVE;0.823014905;3.5426;850.5;22.17;1136.75;1482.0;4975.0;4.614;0.724
FALSE POSITIVE;0.796815149;1.0727;55.9;10.23;212663.45;5480.0;4897.0;2.464;13.499
FALSE POSITIVE;26.951237675;8.27486;86749.0;146.33;324.38;1082.0;6675.0;3.748;2.747
FALSE POSITIVE;18.11208877;6.7828;116630.0;96.62;307.27;1068.0;7323.0;4.167;1.722
CANDIDATE;4.84505985;2.078;298.4;1.54;64.57;723.0;4337.0;4.581;0.714
FALSE POSITIVE;4.408295716;3.62479;37964.0;35.68;186.23;942.0;5496.0;4.607;0.743
FALSE POSITIVE;8.665259912;3.1088;1840.6;82.42;852.84;1378.0;6071.0;3.796;2.389
FALSE POSITIVE;4.726086185;4.39793;181820.0;41.38;267.96;1032.0;5873.0;4.547;0.863
FALSE POSITIVE;8.643550046;3.1273;67299.0;38.21;87.16;779.0;5679.0;4.605;0.747
CANDIDATE;623.70774;6.688;250.9;1.81;1.05;258.0;6626.0;4.347;1.132
FALSE POSITIVE;1.51945182;2.95;13.7;0.5;3080.82;1901.0;6168.0;4.25;1.307
FALSE POSITIVE;0.759755409;2.734;70.0;0.91;4773.08;2121.0;6090.0;4.447;1.071
FALSE POSITIVE;5.082523739;5.04732;276280.0;61.88;606.33;1266.0;6507.0;4.343;1.145
FALSE POSITIVE;1.02547271;1.996;27.0;0.94;11800.82;2657.0;6862.0;4.114;1.712
FALSE POSITIVE;1.025465924;3.71841;152680.0;106.84;12744.17;2710.0;6700.0;4.041;1.883
FALSE POSITIVE;74.985292949;6.23451;105350.0;49.22;7.69;425.0;5955.0;4.52;0.91
CANDIDATE;10.95210361;1.5;;;;;;;
FALSE POSITIVE;25.762056721;14.8694;447720.0;74.87;31.48;604.0;5539.0;4.393;1.027
CANDIDATE;2.70581614;6.56;46.9;0.69;799.75;1356.0;5992.0;4.42;0.961
FALSE POSITIVE;1.195516859;6.17216;513810.0;75.54;2045.19;1715.0;5780.0;4.438;1.0
FALSE POSITIVE;1.995728294;6.43532;251880.0;45.2;928.82;1409.0;5807.0;4.455;0.861
FALSE POSITIVE;10.768391927;12.5252;107380.0;52.8;209.25;970.0;5226.0;3.97;1.643
CANDIDATE;3.84615171;2.24;137.1;1.14;487.47;1199.0;6106.0;4.487;0.966
FALSE POSITIVE;0.733724504;2.208;45.9;0.96;10830.96;2601.0;6175.0;4.099;1.405
CANDIDATE;1.28940823;3.652;32.1;2.48;22119.66;3112.0;5826.0;3.465;4.189
CANDIDATE;498.27269;8.92;534.0;2.12;0.5;214.0;5618.0;4.514;0.932
FALSE POSITIVE;5.08840787;4.77204;386680.0;55.3;181.75;937.0;5618.0;4.583;0.791
FALSE POSITIVE;18.527824075;5.88678;76231.0;64.66;322.19;1080.0;6154.0;3.793;2.321
FALSE POSITIVE;12.155241119;6.84353;85532.0;34.62;91.2;788.0;5761.0;4.413;0.932
CANDIDATE;11.0495766;2.13;102.8;0.83;70.24;738.0;5533.0;4.505;0.819
CONFIRMED;4.48559215;0.8161;2265.0;0.95;4.2;365.0;3236.0;5.097;0.193
FALSE POSITIVE;0.566789763;4.008;25.4;0.4;3662.84;1984.0;5799.0;4.6;0.758
FALSE POSITIVE;0.566811926;4.181;82.6;0.91;6584.06;2293.0;6165.0;4.474;0.942
FALSE POSITIVE;2.525386934;3.71613;124880.0;67.24;1982.55;1701.0;6826.0;4.337;1.233
FALSE POSITIVE;0.566801506;1.738;29.5;0.62;10156.53;2557.0;6398.0;4.358;1.111
FALSE POSITIVE;0.566803738;1.8481;100.6;1.13;8516.13;2450.0;6300.0;4.404;1.057
FALSE POSITIVE;1.69421771;4.161;91.1;0.74;621.89;1274.0;5402.0;4.591;0.717
CANDIDATE;13.8086331;3.613;207.1;1.09;44.5;659.0;5515.0;4.568;0.761
CANDIDATE;4.25907841;4.513;28.1;0.7;583.12;1253.0;5560.0;4.173;1.316
FALSE POSITIVE;2.739477089;3.18229;32096.0;50.48;1120.19;1475.0;6469.0;4.431;1.056
FALSE POSITIVE;1.307761491;2.22271;13941.0;29.17;671.75;1298.0;5112.0;4.596;0.673
FALSE POSITIVE;4.028671454;8.12253;113970.0;52.42;1169.87;1492.0;6327.0;4.168;1.528
FALSE POSITIVE;2.30118753;7.8216;87537.0;140.23;14194.09;2783.0;7970.0;3.871;2.652
FALSE POSITIVE;0.449249224;4.7565;419440.0;95.83;17801.78;2941.0;6338.0;4.239;1.299
FALSE POSITIVE;0.687004402;3.829;93.7;2.89;36888.8;3535.0;6240.0;3.684;2.803
FALSE POSITIVE;0.91839938;4.479;152.1;1.0;1389.28;1558.0;5222.0;4.556;0.795
CANDIDATE;64.1983721;0.934;248.2;1.74;15.49;506.0;6088.0;4.329;1.077
FALSE POSITIVE;0.94356284;5.721;13.4;0.76;23945.42;3176.0;7693.0;4.083;1.984
FALSE POSITIVE;2.243569483;4.14769;66328.0;21.11;817.05;1364.0;6081.0;4.526;0.801
FALSE POSITIVE;8.258181993;3.9122;311860.0;58.19;101.33;809.0;5306.0;4.445;0.888
CANDIDATE;82.78482;7.52;190.4;2.16;14.88;501.0;5749.0;4.123;1.48
FALSE POSITIVE;1.81139053;8.64;77.5;14.47;1092.69;1466.0;5941.0;4.519;0.911
CANDIDATE;2.4376438;1.587;27.1;0.79;1909.13;1686.0;5927.0;4.117;1.53
CANDIDATE;0.721522907;1.4521;22528.0;11.04;1115.99;1475.0;4893.0;4.634;0.625
FALSE POSITIVE;7.09520543;3.69044;232680.0;50.23;103.28;813.0;5481.0;4.592;0.778
FALSE POSITIVE;0.651731691;2.4602;20524.0;71.9;10815.86;2604.0;5791.0;4.052;1.472
FALSE POSITIVE;0.50818743;3.433;54.9;1.26;27312.92;3274.0;7141.0;4.243;1.56
FALSE POSITIVE;2.73398963;1.52;;;25373.9;;;;
CANDIDATE;19.1644498;3.553;63.8;1.83;225.26;988.0;5877.0;3.86;2.234
FALSE POSITIVE;40.069674617;9.3564;41865.0;27.38;28.2;588.0;5911.0;4.321;1.207
FALSE POSITIVE;55.884827;2.283;497.6;2.11;8.7;438.0;5668.0;4.545;0.868
FALSE POSITIVE;3.75938475;1.188;133.1;3.1;1868.97;1677.0;4976.0;3.534;2.638
FALSE POSITIVE;10.6840477;3.515;81901.0;26.43;9.21;444.0;3887.0;4.743;0.523
FALSE POSITIVE;2.00280845;1.22;;;15763.18;;;;
FALSE POSITIVE;10.67459836;3.82706;16676.0;68.58;325.55;1083.0;6496.0;4.212;1.485
FALSE POSITIVE;2.305097141;1.9378;5880.0;89.22;13581.41;2753.0;8851.0;4.085;2.178
FALSE POSITIVE;0.974477904;2.69834;8846.9;618.37;172916.96;5205.0;5210.0;2.631;15.004
FALSE POSITIVE;18.525917446;5.9056;455660.0;64.42;34.58;618.0;5492.0;4.533;0.887
CANDIDATE;4.15736472;2.217;200.7;1.09;178.03;931.0;5183.0;4.558;0.782
FALSE POSITIVE;0.502454299;2.31547;37454.0;43.95;7025.25;2336.0;6134.0;4.498;0.901
FALSE POSITIVE;27.308150159;4.43906;388000.0;47.06;17.75;523.0;5541.0;4.574;0.739
FALSE POSITIVE;1.262742487;1.7433;15911.0;134.45;9925.41;2548.0;5273.0;3.621;3.15
FALSE POSITIVE;0.59586463;1.5;;;931.51;;;;
FALSE POSITIVE;1.222127938;2.2613;2486.5;30.32;1107.41;1470.0;5157.0;4.465;0.87
FALSE POSITIVE;8.627475562;4.65505;36784.0;188.55;1031.92;1446.0;5146.0;3.475;4.063
FALSE POSITIVE;0.589753355;0.606;216.0;1.03;2262.14;1760.0;5414.0;4.648;0.678
FALSE POSITIVE;2.751566365;5.2403;72609.0;42.98;445.35;1171.0;5461.0;4.497;0.861
FALSE POSITIVE;0.760935268;2.77023;370600.0;35.68;640.66;1285.0;4675.0;4.74;0.511
CANDIDATE;2.012094;2.157;74.8;0.99;1274.27;1523.0;5633.0;4.296;1.162
FALSE POSITIVE;1.33258772;5.187;70.8;1.13;2625.26;1825.0;5576.0;4.201;1.289
CANDIDATE;9.4767057;3.893;230.5;1.38;118.13;841.0;5911.0;4.519;0.914
CANDIDATE;6.65171459;2.325;151.5;0.84;61.01;713.0;4889.0;4.637;0.686
CANDIDATE;208.54335;9.851;614.6;2.84;2.52;321.0;5533.0;4.275;1.166
CANDIDATE;17.7189786;4.102;176.8;1.44;61.01;713.0;5566.0;4.329;1.099
CANDIDATE;5.0395851;4.556;70.1;0.78;306.35;1067.0;5912.0;4.453;0.924
CANDIDATE;7.64370363;2.738;70.9;1.85;748.7;1334.0;6120.0;3.934;2.0
FALSE POSITIVE;1.353414369;13.416;610.2;216.31;40561.5;3617.0;4850.0;2.865;8.586
FALSE POSITIVE;2.9590637;28.81;23.6;0.65;1415.74;1564.0;6192.0;4.195;1.322
FALSE POSITIVE;1.806631432;1.102;217.5;1.05;297.98;1059.0;4606.0;4.591;0.699
FALSE POSITIVE;15.066491533;6.2852;106050.0;88.56;177.96;932.0;5751.0;4.028;1.626
FALSE POSITIVE;1.831829703;7.289;40509.0;49.38;4410.65;2078.0;5269.0;3.667;2.183
FALSE POSITIVE;0.738527259;1.2174;422.9;49.08;18549.81;2978.0;5869.0;3.825;2.313
FALSE POSITIVE;0.89627093;2.2033;66994.0;43.47;2129.33;1733.0;5551.0;4.493;0.861
CANDIDATE;5.11683678;3.119;161.4;1.16;275.15;1039.0;5955.0;4.52;0.91
FALSE POSITIVE;1.06100327;1.675;95.9;0.94;2443.69;1793.0;5966.0;4.493;0.961
FALSE POSITIVE;0.922030594;4.367;13859.0;49.63;5474.27;2194.0;6484.0;4.386;1.153
FALSE POSITIVE;611.09299;15.22;270.0;1.53;0.51;215.0;6032.0;4.508;0.929
FALSE POSITIVE;24.714790706;5.06776;208730.0;112.24;155.67;901.0;6300.0;3.982;1.862
CANDIDATE;16.1191449;3.039;262.2;1.34;34.7;619.0;5319.0;4.514;0.783
FALSE POSITIVE;3.6329347;2.3;;;10830.2;;;;
FALSE POSITIVE;1.161947482;4.46886;129900.0;68.69;5300.4;2174.0;6225.0;4.204;1.457
FALSE POSITIVE;0.607191908;1.30166;17369.0;12.44;2251.28;1759.0;5370.0;4.598;0.671
FALSE POSITIVE;2.2502073;2.203;260.1;19.94;41377.92;3637.0;4507.0;2.391;12.787
CANDIDATE;17.9925973;2.762;198.5;1.62;73.97;748.0;5931.0;4.351;1.087
FALSE POSITIVE;0.648775795;4.34648;108820.0;41.58;2038.54;1714.0;5143.0;4.559;0.776
FALSE POSITIVE;4.132521615;12.4949;156250.0;93.1;1660.29;1628.0;6567.0;4.045;1.636
FALSE POSITIVE;410.88527;24.1;2059.6;200346.0;84.63;774.0;5015.0;2.34;18.489
CANDIDATE;74.371666;12.59;102.8;2.39;81.88;767.0;6865.0;3.742;2.211
FALSE POSITIVE;0.938905082;5.00453;358890.0;205.64;79148.54;4281.0;8615.0;3.784;3.003
FALSE POSITIVE;0.93891532;2.134;39.1;1.13;11944.88;2667.0;6534.0;4.074;1.797
FALSE POSITIVE;16.294213708;6.01687;174010.0;68.05;176.22;929.0;6237.0;4.145;1.508
FALSE POSITIVE;11.02520205;12.8097;429760.0;164.02;663.18;1294.0;6047.0;3.724;2.3
FALSE POSITIVE;10.819169459;5.50262;437140.0;67.76;123.51;850.0;5955.0;4.429;0.991
FALSE POSITIVE;2.680514453;3.21178;195750.0;48.86;989.89;1431.0;6038.0;4.356;1.076
CANDIDATE;19.164111;2.773;215.9;1.11;17.12;519.0;5103.0;4.65;0.674
FALSE POSITIVE;1.053573674;1.70116;3063.0;299.87;81969.77;4319.0;5838.0;3.038;7.385
FALSE POSITIVE;0.970085646;1.129;153.0;18.65;162048.58;5119.0;4555.0;2.346;15.63
FALSE POSITIVE;63.52017525;17.1759;32548.0;77.1;72.92;745.0;4938.0;3.388;4.33
FALSE POSITIVE;11.300987626;10.5199;325700.0;97.12;254.84;1019.0;6143.0;4.165;1.448
FALSE POSITIVE;0.92098747;2.04;;;27890.55;;;;
FALSE POSITIVE;2.182515126;6.8413;114930.0;128.15;12627.67;2703.0;8051.0;3.966;2.347
FALSE POSITIVE;2.659418888;6.98414;305230.0;61.52;789.69;1352.0;6156.0;4.5;0.932
FALSE POSITIVE;2.31610674;3.347;33.6;0.7;1393.98;1559.0;6025.0;4.3;1.193
CANDIDATE;13.5164708;2.628;140.1;0.88;40.81;645.0;5442.0;4.6;0.747
FALSE POSITIVE;0.948683571;1.676;150.9;1.12;1815.32;1665.0;5576.0;4.556;0.852
FALSE POSITIVE;1.65546056;3.52;125.1;0.9;743.75;1331.0;5438.0;4.574;0.82
FALSE POSITIVE;1.655472351;5.09197;174200.0;125.25;9914.08;2546.0;6725.0;3.86;2.171
FALSE POSITIVE;4.50279037;6.72;;;1017.15;;;;
FALSE POSITIVE;1.759276227;3.19585;32091.0;40.79;2828.82;1861.0;6656.0;4.351;1.232
FALSE POSITIVE;1.09206792;1.646;105.9;0.74;715.46;1320.0;4856.0;4.609;0.728
CANDIDATE;4.83014159;0.957;192.0;1.3;275.02;1039.0;5693.0;4.467;0.939
CANDIDATE;2.41194057;1.787;67.3;1.35;1771.98;1654.0;5598.0;4.045;1.594
FALSE POSITIVE;1.613014741;4.39594;152120.0;157.33;23173.2;3145.0;7832.0;3.836;2.779
FALSE POSITIVE;6.2089181;2.292;1664.0;9.2;853.5;1378.0;5548.0;3.797;2.113
FALSE POSITIVE;0.77996263;3.369;25.7;0.83;10919.82;2607.0;6002.0;4.032;1.629
CANDIDATE;0.800263219;0.729;170.5;0.77;561.84;1240.0;4336.0;4.656;0.59
FALSE POSITIVE;18.646323091;8.853;231000.0;213.31;480.54;1194.0;5786.0;3.542;3.478
CANDIDATE;441.17369;14.82;702.0;2.27;0.52;217.0;5610.0;4.551;0.858
FALSE POSITIVE;3.6673005;3.373;144.9;0.62;36.42;627.0;3823.0;4.729;0.519
FALSE POSITIVE;3.044771557;11.0593;487820.0;231.93;14849.39;2816.0;8199.0;3.747;3.163
FALSE POSITIVE;0.773144492;4.05643;215960.0;107.13;15791.97;2860.0;6413.0;4.038;1.91
FALSE POSITIVE;2.66811113;22.49;48.3;1.53;2439.28;1792.0;6593.0;4.164;1.561
FALSE POSITIVE;50.440285363;12.2001;85309.0;51.5;48.36;673.0;6225.0;4.039;1.646
FALSE POSITIVE;3.255385289;5.9498;158910.0;40.58;550.68;1236.0;5806.0;4.425;0.975
FALSE POSITIVE;7.4185369;1.451;14.7;0.81;3511.86;1963.0;9763.0;4.179;2.045
FALSE POSITIVE;15.68434493;44.463;791.6;56.23;393.14;1136.0;6407.0;3.888;2.191
FALSE POSITIVE;5.357409918;4.28582;199160.0;124.05;1172.13;1492.0;5768.0;3.809;2.057
FALSE POSITIVE;1.400991827;4.8798;64104.0;98.13;8795.37;2468.0;6706.0;4.026;1.924
CANDIDATE;19.2532128;1.674;219.3;1.42;54.13;692.0;6060.0;4.495;0.953
FALSE POSITIVE;1.34062901;3.076;69.5;0.82;1876.57;1678.0;6045.0;4.494;0.955
CANDIDATE;14.1011023;4.513;108.2;1.26;157.56;904.0;6534.0;4.365;1.199
FALSE POSITIVE;7.448375935;4.23892;152670.0;34.37;136.18;871.0;5636.0;4.489;0.867
FALSE POSITIVE;0.533628226;5.772;81.8;2.41;53849.23;3885.0;7163.0;3.906;2.177
FALSE POSITIVE;0.678137665;1.00718;885.0;30.37;6364.7;2274.0;6429.0;4.449;0.942
FALSE POSITIVE;2.069415479;5.71941;16188.0;55.45;2310.53;1768.0;6640.0;4.343;1.25
CANDIDATE;1.817079849;0.889;204.6;1.39;1056.39;1454.0;5808.0;4.503;0.963
FALSE POSITIVE;8.04963472;6.00488;279650.0;95.98;571.1;1247.0;6698.0;4.171;1.485
FALSE POSITIVE;11.578946873;4.6373;299740.0;58.32;134.91;869.0;6028.0;4.355;1.014
FALSE POSITIVE;1.47258471;4.76885;224010.0;123.25;12617.53;2705.0;7360.0;4.008;2.024
CANDIDATE;5.15998178;3.356;412.4;19.07;25.63;574.0;3900.0;4.727;0.534
FALSE POSITIVE;4.446459958;2.558;5663.8;36.15;265.42;1030.0;5615.0;4.504;0.893
CANDIDATE;23.3787733;6.76;76.0;0.92;54.98;694.0;6210.0;4.424;1.054
CANDIDATE;15.09984259;0.222;484.8;4.11;25.98;576.0;5191.0;4.615;0.65
FALSE POSITIVE;8.207257515;4.23835;391300.0;46.82;42.1;650.0;4859.0;4.637;0.621
FALSE POSITIVE;498.68845;17.88;548.3;2.44;0.87;246.0;6184.0;4.448;1.038
FALSE POSITIVE;1.22775105;1.602;327.6;1.0;340.64;1094.0;4551.0;4.713;0.56
CANDIDATE;15.3416245;2.126;269.6;1.3;31.63;605.0;5061.0;4.504;0.814
CANDIDATE;21.980467;4.78;96.0;0.92;36.07;625.0;5573.0;4.418;0.936
FALSE POSITIVE;7.214721393;2.36464;46802.0;16.79;37.12;630.0;4705.0;4.696;0.552
CONFIRMED;8.15275885;1.746;16536.0;2.44;2.03;305.0;3327.0;5.113;0.189
FALSE POSITIVE;3.18740907;6.19;137.5;0.81;168.43;919.0;4808.0;4.589;0.715
FALSE POSITIVE;10.23273611;1.55;;;;;;;
FALSE POSITIVE;0.962815183;2.581;20.7;1.12;23331.88;3152.0;6638.0;3.792;2.445
CANDIDATE;7.23524221;2.685;60.0;0.82;191.14;948.0;5574.0;4.354;1.065
CANDIDATE;10.72900793;0.696;404.3;1.78;64.33;722.0;5375.0;4.541;0.876
CANDIDATE;8.19619768;2.109;197.4;1.55;123.81;851.0;5323.0;4.378;0.995
CANDIDATE;5.215752;1.13;46.8;0.83;422.67;1156.0;6202.0;4.422;1.122
FALSE POSITIVE;0.696290095;3.839;120.5;12.63;3537.89;1969.0;5904.0;4.543;0.867
CANDIDATE;10.0714369;6.891;49.5;1.98;814.46;1362.0;5768.0;3.633;2.81
FALSE POSITIVE;0.62240698;1.186;155.8;1.63;11894.49;2663.0;6661.0;4.341;1.29
CANDIDATE;4.37198905;2.177;103.7;0.93;327.65;1085.0;5823.0;4.489;0.919
CANDIDATE;6.72876606;2.277;117.4;1.03;184.66;940.0;5823.0;4.489;0.919
FALSE POSITIVE;24.09002065;11.0494;6782.2;9.39;21.85;551.0;5354.0;4.495;0.804
FALSE POSITIVE;4.4158933;1.155;191.1;1.42;395.82;1138.0;5977.0;4.473;1.022
CANDIDATE;3.09383248;1.576;373.7;1.32;233.91;998.0;5327.0;4.646;0.681
FALSE POSITIVE;2.666961614;2.4774;7583.4;40.68;1104.26;1469.0;6609.0;4.484;0.974
FALSE POSITIVE;1.17430183;9.587;64.5;2.22;19656.66;3020.0;7537.0;4.007;2.145
CANDIDATE;14.05652256;2.56;;;;;;;
FALSE POSITIVE;15.039464523;5.39796;66877.0;51.71;139.95;877.0;6410.0;4.329;1.178
FALSE POSITIVE;3.693951168;2.2534;28290.0;20.88;411.07;1148.0;5968.0;4.534;0.881
FALSE POSITIVE;1.05680287;5.748;82.3;0.83;1686.88;1633.0;5584.0;4.532;0.885
FALSE POSITIVE;0.787122102;3.0999;596.8;20.76;1775.05;1655.0;5210.0;4.528;0.799
FALSE POSITIVE;2.15045295;4.453;169.1;24.27;83894.63;4340.0;4899.0;2.356;18.92
FALSE POSITIVE;0.561524348;3.336;34.1;0.43;4173.47;2050.0;5919.0;4.55;0.715
CANDIDATE;315.07717192;10.31;;;;;;;
FALSE POSITIVE;1.21607873;4.686;29.4;1.92;14545.24;2803.0;6234.0;3.741;2.5
