STATUS;ORBITAL_PERIOD_DAYS;TRANSIT_DURATION_HOURS;TRANSIT_DEPTH_PPM;PLANET_RADIUS_REARTH;PLANET_INSOLATION_EFLUX;PLANET_EQ_TEMP_K;STELLAR_TEFF_K;STELLAR_LOGG_CMS2;STELLAR_RADIUS_RSUN
1;3.74;2.39;165.6;1.38;646.81;1287.0;6260.0;4.43;1.06
0;0.85;2.03;67.9;0.85;2698.28;1840.0;5403.0;4.39;1.03
0;205.31;7.86;671.0;2.48;2.29;314.0;6045.0;4.49;0.96
0;1.33;4.0;384.9;1.49;713.45;1318.0;5134.0;4.6;0.75
0;1.89;5.69;155.6;6.4;1507.16;1590.0;5706.0;4.26;1.12
0;185.53;31.46;877.0;28.39;1.96;302.0;5817.0;4.54;0.87
0;0.89;3.38;93.2;0.9;2579.83;1818.0;5904.0;4.54;0.87
0;1.85;2.66;306.8;1.33;527.79;1221.0;5341.0;4.61;0.74
1;0.49;1.01;109.8;0.99;6647.8;2299.0;5957.0;4.51;0.94
0;0.5;3.08;146.0;1.41;8838.66;2478.0;6029.0;4.38;1.1
1;31.81;3.98;141.7;0.63;4.84;378.0;4729.0;4.73;0.52
1;3.25;5.38;82.1;0.96;521.81;1220.0;5692.0;4.42;1.0
1;3.5;1.95;90.7;0.8;254.49;1019.0;5115.0;4.48;0.85
1;124.83;6.48;647.5;2.57;3.56;350.0;5349.0;4.35;1.03
1;11.93;3.19;132.3;1.05;95.42;797.0;5975.0;4.48;0.9
0;0.79;4.56;877.1;15.72;477.45;1192.0;4223.0;4.68;0.56
0;0.6;3.12;515.0;23.2;4834.45;2126.0;6052.0;4.54;0.86
0;2.15;3.04;41.4;1.02;2708.61;1841.0;5851.0;3.97;1.56
0;2.62;6.52;169.8;1.28;803.03;1358.0;6131.0;4.5;0.94
1;9.55;5.06;143.0;1.71;232.24;996.0;6274.0;4.36;1.23
1;14.71;5.39;130.6;1.82;130.5;862.0;6274.0;4.36;1.23
1;31.34;6.07;264.9;1.99;46.53;666.0;6404.0;4.39;1.14
0;1.06;1.96;142.4;1.06;1883.03;1679.0;5767.0;4.54;0.88
0;363.36;19.85;395.3;3.45;2.05;305.0;5086.0;3.89;1.78
0;0.92;2.59;122.4;1.1;3514.31;1963.0;6135.0;4.46;0.97
0;4.47;5.33;241.5;2.43;574.11;1248.0;6102.0;4.32;1.12
1;214.88;9.58;759.2;2.68;1.59;286.0;5323.0;4.38;1.0
0;122.91;15.97;819.7;3.55;3.08;338.0;5692.0;4.55;0.87
0;12.42;6.55;54.5;0.8;131.73;864.0;6231.0;4.42;1.08
1;4.85;5.68;64.5;1.1;344.04;1098.0;6032.0;4.49;0.97
0;383.44;11.06;1228.0;2.53;0.5;214.0;5576.0;4.62;0.73
1;3.82;2.39;47.2;0.77;638.38;1282.0;6202.0;4.42;1.12
0;0.84;1.52;80.1;0.9;3367.24;1941.0;5765.0;4.42;1.0
1;13.6;2.59;180.5;0.75;5.85;397.0;3780.0;4.75;0.51
0;1.54;1.79;127.6;1.08;1267.95;1520.0;5649.0;4.42;0.88
1;8.46;3.0;258.7;2.52;367.05;1117.0;6172.0;4.2;1.47
1;101.11;8.03;878.1;1.61;0.65;229.0;4133.0;4.7;0.56
0;94.45;7.5;436.4;7.13;32.93;611.0;5780.0;3.73;2.48
0;0.93;1.49;30.0;0.88;7600.86;2383.0;6058.0;4.14;1.61
1;9.84;1.6;626.4;2.41;97.62;801.0;5585.0;4.49;0.97
0;2.99;4.39;99.6;0.78;255.16;1019.0;5269.0;4.62;0.73
1;62.3;7.51;859.3;3.05;10.05;454.0;5688.0;4.42;0.97
1;72.38;8.28;366.4;4.21;25.83;575.0;5508.0;3.9;1.99
0;360.33;15.16;1022.0;2.34;0.38;200.0;5054.0;4.61;0.74
0;0.57;1.64;246.0;1.93;7612.11;2380.0;6147.0;4.43;1.1
0;15.35;4.97;238.5;3.64;480.12;1194.0;6771.0;3.93;2.26
1;7.24;3.34;112.2;1.53;501.36;1207.0;6422.0;4.22;1.42
0;0.53;3.03;5133.6;7.54;2371.49;1781.0;4978.0;4.54;0.76
0;1.33;4.52;130.3;1.23;2062.92;1719.0;6077.0;4.47;1.0
1;225.59;11.17;754.9;3.71;3.48;348.0;5929.0;4.24;1.36
1;24.5;5.43;449.1;2.74;64.25;722.0;6392.0;4.4;1.16
0;4.2;5.39;31.5;0.71;394.08;1136.0;5596.0;4.34;1.01
0;0.89;2.66;172.0;1.19;2296.25;1764.0;5764.0;4.55;0.86
1;64.19;8.48;507.3;8.0;116.97;839.0;6951.0;3.77;2.76
1;4.63;0.64;346.9;1.65;247.34;1012.0;5834.0;4.57;0.8
1;8.93;2.58;135.9;1.83;377.25;1124.0;6688.0;4.3;1.35
0;7.05;2.69;150.8;1.1;105.1;817.0;5496.0;4.59;0.78
1;4.93;3.14;50.5;1.02;837.01;1372.0;6422.0;4.22;1.42
1;4.86;5.36;76.3;2.04;1904.91;1685.0;6109.0;3.78;2.33
0;119.02;8.1;1977.0;4.44;3.53;350.0;5754.0;4.53;0.9
1;8.41;1.87;167.1;1.95;285.67;1048.0;5365.0;4.02;1.53
1;3.4;2.92;69.6;0.81;477.15;1191.0;5766.0;4.44;0.93
0;0.97;1.87;221.2;1.19;1239.32;1513.0;5043.0;4.5;0.82
0;1.11;2.58;52.9;0.77;3093.39;1903.0;6241.0;4.45;1.03
0;6.87;3.54;181.3;1.21;159.51;906.0;5668.0;4.49;0.91
1;0.63;1.18;433.1;1.76;2011.27;1711.0;4922.0;4.5;0.82
1;1.18;1.27;116.6;0.8;658.87;1293.0;4832.0;4.59;0.75
1;2.79;0.69;202.0;0.99;104.74;816.0;4353.0;4.68;0.6
1;0.97;1.6;73.7;0.79;1591.27;1609.0;5196.0;4.46;0.89
1;3.03;1.72;81.5;0.9;614.2;1269.0;5755.0;4.4;0.99
0;0.64;0.8;172.0;1.48;7305.66;2358.0;6161.0;4.36;1.11
1;15.9;2.09;444.8;3.79;131.11;863.0;5583.0;4.08;1.53
0;0.83;2.19;44.7;0.9;5583.73;2208.0;5609.0;4.14;1.31
1;4.16;0.68;391.7;1.32;80.23;763.0;4478.0;4.62;0.65
0;0.62;2.82;8324.1;4.96;14.29;497.0;2661.0;5.28;0.12
1;4.45;1.37;88.9;0.55;56.19;699.0;4353.0;4.68;0.6
1;1.12;1.03;84.3;2.39;7641.15;2384.0;5023.0;3.68;2.57
1;4.95;1.72;309.5;1.28;145.23;885.0;5431.0;4.62;0.72
0;379.08;33.87;1609.1;23.99;0.97;253.0;5982.0;4.49;0.96
0;366.32;12.41;336.0;2.87;3.65;353.0;6705.0;4.16;1.52
0;0.54;2.92;159.5;0.9;2199.75;1745.0;5041.0;4.6;0.73
1;1.01;1.63;97.5;0.85;1893.23;1682.0;5718.0;4.55;0.86
0;43.8;18.84;256.3;20.79;20.4;542.0;6109.0;4.43;0.94
0;0.95;3.93;352.5;21.96;2885.01;1870.0;6086.0;4.51;0.92
0;1.09;1.86;141.7;1.28;3167.63;1914.0;6194.0;4.44;1.07
0;7.76;22.32;839.6;22.2;107.76;822.0;5607.0;4.54;0.77
0;0.73;2.37;87.3;1.27;6730.38;2311.0;6238.0;4.36;1.19
1;3.95;2.57;60.9;0.83;427.07;1160.0;5574.0;4.35;1.06
1;2.89;2.52;44.3;0.7;647.55;1287.0;5574.0;4.35;1.06
0;1.89;4.42;105.8;0.93;698.9;1312.0;5285.0;4.47;0.93
1;3.79;2.29;83.2;1.36;865.53;1383.0;5455.0;4.03;1.51
1;184.77;9.57;951.4;2.41;1.21;268.0;5273.0;4.57;0.8
0;392.5;10.53;1062.0;2.82;0.68;232.0;5737.0;4.54;0.87
1;363.41;14.79;961.7;3.14;1.12;263.0;6025.0;4.47;1.0
1;59.28;5.42;424.4;1.81;6.14;401.0;5225.0;4.5;0.86
1;6.97;3.73;213.7;6.14;2341.58;1774.0;6303.0;3.6;3.53
1;168.81;6.58;614.4;1.69;0.8;241.0;4798.0;4.62;0.71
1;67.97;7.95;321.8;1.71;9.09;443.0;5670.0;4.39;0.95
1;215.96;10.42;392.7;3.36;4.03;361.0;6163.0;4.27;1.31
0;2.16;5.12;106.5;1.06;1114.9;1473.0;6084.0;4.45;0.98
0;0.71;6.35;414.5;15.38;1501.41;1587.0;5271.0;4.67;0.65
1;2.01;4.87;53.5;0.55;542.87;1232.0;5341.0;4.53;0.76
0;366.24;15.76;733.7;2.4;0.75;237.0;5713.0;4.54;0.89
0;1.33;4.7;162.3;0.81;602.26;1262.0;5157.0;4.64;0.62
1;0.66;1.32;73.0;1.48;7986.43;2411.0;4968.0;3.92;1.76
0;12.43;24.83;93.6;2.19;242.04;1006.0;5611.0;3.93;1.63
0;1.39;2.25;136.8;1.24;2378.53;1783.0;6273.0;4.44;1.04
0;0.68;3.09;486.0;19.06;2737.73;1844.0;5569.0;4.57;0.83
0;1.02;8.87;1344.5;26.91;1755.39;1649.0;5445.0;4.46;0.86
0;1.89;4.37;202.3;0.9;221.36;983.0;4476.0;4.63;0.63
0;494.17;2.24;1440.0;4.5;1.17;265.0;6392.0;4.4;1.16
0;2.44;2.09;60.5;2.6;9880.82;2544.0;6501.0;3.61;3.25
0;1.33;3.83;106.7;1.12;2180.2;1743.0;6099.0;4.46;1.03
0;359.1;11.46;496.5;2.37;1.56;285.0;6373.0;4.44;1.05
0;0.94;5.06;388.3;27.05;5547.35;2200.0;6419.0;4.33;1.14
0;1.73;3.36;92.2;1.19;1869.82;1678.0;5872.0;4.28;1.16
0;1.89;5.42;67.9;0.81;1839.74;1671.0;6569.0;4.41;0.93
0;8.65;3.38;508.6;20.38;127.5;857.0;5880.0;4.53;0.89
1;30.09;6.65;242.6;2.25;44.79;660.0;6056.0;4.33;1.21
1;9.92;4.33;186.7;1.32;116.43;838.0;5688.0;4.42;0.97
1;9.48;6.15;184.6;1.47;189.14;946.0;6249.0;4.43;1.08
0;0.78;2.29;328.5;1.28;1395.69;1559.0;5067.0;4.57;0.72
1;4.24;2.58;187.6;1.1;174.24;926.0;5072.0;4.52;0.82
0;1.23;5.81;4774.7;10.75;1973.12;1699.0;5780.0;4.44;1.0
0;0.76;3.04;119.8;0.91;2287.46;1763.0;5465.0;4.54;0.82
0;4.56;6.42;208.4;1.13;156.74;902.0;5270.0;4.6;0.77
0;367.96;21.88;1414.1;3.62;0.27;183.0;4723.0;4.61;0.7
1;163.69;6.85;1138.0;2.75;1.34;274.0;4999.0;4.49;0.84
0;1.11;6.26;319.5;1.91;1746.73;1649.0;5932.0;4.58;0.8
0;111.74;3.83;238.8;6.88;49.4;676.0;5267.0;3.34;4.53
1;110.46;12.46;331.2;1.93;7.34;420.0;6321.0;4.43;1.06
1;198.09;7.96;1027.7;3.24;1.63;288.0;5275.0;4.4;0.97
0;1.08;4.79;115.3;0.77;870.17;1385.0;4965.0;4.56;0.74
1;44.62;12.97;131.9;1.73;33.39;613.0;6198.0;4.25;1.24
0;2.43;2.71;146.6;1.17;852.0;1378.0;5750.0;4.36;0.96
1;1.42;1.43;60.9;0.85;1968.38;1700.0;5925.0;4.39;1.03
1;169.14;8.93;640.7;2.21;1.31;273.0;5171.0;4.54;0.8
1;3.95;1.06;405.7;23.51;324.78;1083.0;5570.0;4.46;0.9
1;6.85;4.92;139.2;1.83;322.19;1081.0;6056.0;4.33;1.21
1;80.77;4.2;128.5;1.87;12.07;475.0;4965.0;3.96;1.71
1;28.91;3.1;99.0;0.79;6.94;414.0;4657.0;4.64;0.67
1;8.11;4.46;209.9;1.45;199.74;959.0;6201.0;4.47;0.99
1;8.83;2.02;368.6;1.67;95.25;797.0;5550.0;4.54;0.88
0;143.2;10.42;618.1;6.64;4.95;380.0;6007.0;4.33;1.06
0;9.09;3.19;110.1;4.35;2754.19;1848.0;6729.0;3.49;4.1
0;1.88;3.88;181.9;1.04;553.59;1236.0;5448.0;4.61;0.73
0;0.98;2.94;160.2;1.03;1357.43;1548.0;5390.0;4.59;0.78
1;225.26;14.46;389.2;2.36;2.77;329.0;5799.0;4.28;1.19
0;0.86;1.51;130.9;0.87;1782.11;1658.0;5437.0;4.54;0.76
0;25.95;12.43;164.1;1.53;55.82;697.0;6370.0;4.41;1.11
1;2.31;2.13;58.6;0.69;554.4;1237.0;5240.0;4.43;0.92
0;0.95;3.01;204.8;1.13;1006.13;1435.0;4754.0;4.51;0.82
0;393.34;9.48;1750.0;2.27;0.09;140.0;3994.0;4.72;0.55
1;10.78;5.26;90.7;1.25;306.18;1067.0;6726.0;4.26;1.26
0;0.59;1.0;112.5;0.91;4338.76;2068.0;5931.0;4.55;0.84
1;27.21;10.52;99.4;1.73;65.27;725.0;5973.0;4.17;1.3
0;4.32;7.2;65.8;3.87;4693.13;2111.0;5519.0;3.3;4.37
1;4.33;1.39;108.9;26.6;900.23;1397.0;5776.0;4.02;1.46
1;2.91;2.29;61.2;0.57;314.96;1075.0;5374.0;4.56;0.72
1;14.27;3.6;66.3;1.06;125.45;853.0;5825.0;4.24;1.29
1;5.04;1.68;236.5;1.47;318.92;1078.0;6039.0;4.49;0.95
1;11.18;3.1;90.6;1.81;426.61;1159.0;6292.0;4.01;1.87
0;1.28;2.27;29.1;1.17;9065.72;2491.0;6060.0;3.85;2.11
1;1.17;1.68;97.8;0.88;1534.29;1596.0;5632.0;4.54;0.9
0;324.18;18.15;87.9;2.2;5.01;382.0;5792.0;3.84;2.18
0;0.53;2.42;84.4;0.69;2764.64;1852.0;5325.0;4.61;0.75
1;0.7;0.64;210.8;0.8;535.78;1227.0;4236.0;4.7;0.54
1;3.06;1.82;311.0;1.23;141.1;878.0;4483.0;4.57;0.73
1;9.91;2.55;942.0;2.35;54.54;693.0;5396.0;4.63;0.7
0;1.0;1.1;86.7;0.77;1505.33;1588.0;5418.0;4.52;0.78
0;0.67;1.16;51.1;0.7;3803.56;2001.0;5645.0;4.45;0.95
1;56.64;16.55;104.6;2.44;68.37;733.0;6237.0;3.86;2.3
0;1.71;2.98;43.6;0.56;978.84;1426.0;5774.0;4.52;0.82
0;5.63;5.85;379.2;1.61;154.59;899.0;5497.0;4.57;0.84
1;6.39;2.14;174.3;1.21;148.31;890.0;5248.0;4.42;0.94
1;3.06;3.57;144.0;0.99;493.09;1202.0;6021.0;4.57;0.82
0;365.26;13.74;529.0;2.39;1.23;268.0;5993.0;4.42;1.04
1;7.88;3.91;44.1;0.78;226.11;989.0;5767.0;4.29;1.14
0;372.73;12.75;331.7;3.52;2.67;326.0;6148.0;4.15;1.62
0;0.87;2.01;116.4;1.24;5186.18;2165.0;6241.0;4.37;1.13
0;0.89;3.16;177.3;1.21;2373.06;1780.0;5792.0;4.55;0.86
0;56.9;3.52;514.0;6.33;355.22;1107.0;9189.0;3.86;2.69
0;0.44;1.39;164.8;14.0;8008.07;2407.0;6032.0;4.51;0.93
0;398.41;11.49;880.3;3.33;1.44;279.0;6251.0;4.38;1.12
0;0.7;3.19;120.8;1.34;3537.89;1969.0;5904.0;4.54;0.87
1;5.79;3.47;118.5;1.69;528.14;1222.0;6174.0;4.24;1.32
1;129.95;5.79;500.1;1.18;0.23;177.0;3751.0;4.8;0.44
1;27.9;5.35;300.2;2.19;49.53;677.0;6325.0;4.41;1.11
0;1.4;4.13;181.3;1.58;2275.72;1763.0;6006.0;4.38;1.11
0;383.01;9.71;632.1;2.2;0.72;235.0;5750.0;4.54;0.88
0;0.85;2.25;67.1;0.91;5000.82;2144.0;6335.0;4.43;1.07
0;331.82;10.56;370.3;1.84;1.2;267.0;6029.0;4.49;0.96
1;0.64;0.89;1076.6;24.39;1516.94;1592.0;5136.0;4.65;0.61
0;1.89;7.65;731.0;23.5;427.26;1159.0;4883.0;4.52;0.79
1;17.81;1.64;1511.0;3.92;71.56;742.0;6194.0;4.45;0.98
0;1.0;5.41;98.3;18.36;3727.96;1991.0;6110.0;4.39;1.08
0;36.62;8.62;237.4;1.68;21.35;548.0;5780.0;4.44;1.0
1;333.04;5.95;1260.0;3.19;0.89;247.0;5743.0;4.53;0.9
1;3.75;3.25;35.5;0.87;842.07;1374.0;5866.0;4.19;1.34
1;0.26;0.65;231.5;1.22;1410.9;1559.0;3939.0;4.74;0.53
0;0.57;4.71;38.2;0.67;6076.99;2254.0;5642.0;4.34;1.06
1;4.73;4.04;26.2;0.61;495.58;1203.0;5950.0;4.32;1.2
1;10.1;6.43;57.0;1.03;251.36;1016.0;6174.0;4.24;1.32
0;3.68;7.08;56.0;0.71;414.64;1150.0;5968.0;4.53;0.88
0;0.72;1.21;40.6;0.58;3196.46;1920.0;5640.0;4.49;0.91
1;26.55;7.97;142.0;2.54;115.61;836.0;5456.0;3.8;2.15
0;0.49;0.89;1107.6;3.42;2415.37;1788.0;4971.0;4.57;0.72
0;1.69;9.48;2801.0;6.36;1292.5;1528.0;5780.0;4.44;1.0
0;2.43;3.04;73.8;0.85;1249.87;1516.0;6609.0;4.48;0.97
0;372.95;13.88;253.5;1.34;0.7;233.0;5763.0;4.56;0.83
0;0.79;3.16;265.5;23.81;3579.78;1972.0;6112.0;4.48;0.79
1;13.12;2.23;43.7;1.29;266.05;1030.0;6134.0;4.07;1.66
1;6.28;4.29;35.7;0.73;356.49;1108.0;5888.0;4.28;1.23
0;21.13;13.66;73.5;0.94;44.45;659.0;5780.0;4.44;1.0
0;81.68;11.53;143.4;1.31;7.33;420.0;5780.0;4.44;1.0
0;28.55;9.29;153.3;1.35;29.76;596.0;5780.0;4.44;1.0
1;22.79;9.56;53.6;1.38;130.75;862.0;6311.0;4.12;1.64
0;72.56;3.09;332.3;1.99;8.58;436.0;5780.0;4.44;1.0
1;174.51;6.69;1530.0;1.74;0.28;186.0;4367.0;4.82;0.45
0;15.71;4.87;283.7;3.3;459.41;1181.0;7454.0;4.11;1.85
0;7.65;79.9;641.1;3.21;226.81;989.0;6328.0;4.48;0.96
1;2.27;4.05;82.4;0.97;1269.46;1522.0;6274.0;4.43;1.06
0;3.85;10.18;84.2;0.77;288.62;1051.0;5709.0;4.57;0.8
1;369.13;10.34;215.9;2.14;2.73;328.0;6282.0;4.15;1.45
0;293.77;4.68;462.0;1.97;1.28;271.0;6074.0;4.52;0.85
0;1.88;3.3;120.9;0.97;922.49;1406.0;5851.0;4.53;0.86
0;0.79;1.39;339.6;1.61;2325.64;1769.0;5356.0;4.47;0.87
0;5.24;7.88;162.2;1.24;262.14;1026.0;5804.0;4.47;0.93
1;9.09;3.79;35.1;0.73;217.95;980.0;5888.0;4.28;1.23
0;2.98;6.08;259.5;1.02;102.54;811.0;4236.0;4.61;0.66
1;64.0;4.72;1112.5;2.48;2.55;322.0;4652.0;4.62;0.7
1;4.84;1.1;1544.0;0.79;3.7;354.0;3187.0;5.09;0.2
0;361.91;8.68;228.2;1.84;1.84;297.0;6247.0;4.31;1.15
1;9.33;3.99;45.2;0.59;91.02;788.0;5525.0;4.51;0.89
1;106.96;7.01;539.6;2.4;5.7;394.0;6075.0;4.49;0.97
1;2.72;1.74;98.5;1.05;807.43;1360.0;6011.0;4.45;1.04
1;75.88;1.38;1054.0;3.39;7.18;417.0;5579.0;4.41;0.97
0;374.59;15.19;267.9;1.34;0.62;227.0;5497.0;4.51;0.83
1;147.66;6.21;1087.8;1.59;0.23;176.0;3788.0;4.77;0.49
1;13.0;3.06;225.3;1.28;60.11;710.0;5796.0;4.58;0.8
0;319.31;6.74;155.2;1.26;1.44;279.0;6095.0;4.46;1.01
1;42.03;8.5;373.7;2.33;26.46;578.0;5850.0;4.3;1.22
0;1.75;4.1;42.5;1.41;8141.84;2423.0;6660.0;3.89;2.07
1;0.51;0.41;212.8;1.58;2970.58;1886.0;5262.0;4.59;0.78
0;0.65;1.19;115.6;1.49;7468.24;2373.0;6325.0;4.41;1.11
1;3.39;1.88;121.9;1.63;1122.9;1476.0;5718.0;4.07;1.48
0;2.75;4.15;172.2;1.68;1374.41;1553.0;6419.0;4.32;1.19
0;1.98;1.51;76.3;1.59;4299.89;2064.0;6401.0;4.03;1.74
0;0.96;3.22;141.7;19.15;3120.32;1904.0;5708.0;4.38;1.13
0;4.21;5.16;120.0;0.91;235.01;999.0;5480.0;4.52;0.8
1;13.4;3.53;167.3;1.51;145.65;886.0;6401.0;4.39;1.15
1;2.49;1.41;46.9;0.59;579.64;1251.0;5615.0;4.48;0.85
0;0.78;1.29;396.0;1.72;2974.07;1882.0;5861.0;4.55;0.86
0;5.94;3.64;115.6;0.86;148.97;891.0;5428.0;4.49;0.8
1;18.22;2.04;2318.0;7.45;34.99;620.0;5162.0;4.41;0.96
1;4.56;2.27;201.8;1.22;218.18;980.0;5408.0;4.5;0.86
1;16.53;4.06;89.2;1.17;106.21;819.0;6052.0;4.28;1.2
0;55.12;4.7;114.5;1.68;35.48;622.0;6297.0;4.16;1.51
0;25.64;5.5;126.4;1.76;98.5;803.0;6297.0;4.16;1.51
0;1.33;5.77;152.7;15.89;1884.66;1680.0;6039.0;4.49;0.95
0;350.81;11.29;538.3;2.86;1.51;282.0;5841.0;4.32;1.23
1;0.34;1.16;285.6;1.72;3991.16;2023.0;5016.0;4.6;0.75
1;13.95;7.69;119.4;2.53;301.8;1063.0;5529.0;3.81;2.35
1;5.68;3.55;51.2;1.22;802.11;1357.0;6681.0;4.23;1.44
0;0.57;1.0;76.1;1.01;8688.17;2464.0;6238.0;4.4;1.14
1;49.56;8.54;113.5;1.63;28.19;588.0;5907.0;4.21;1.44
0;4.29;3.07;369.6;1.87;428.77;1161.0;6137.0;4.49;0.96
1;5.5;2.46;85.8;1.3;661.04;1293.0;6157.0;4.16;1.39
1;2.89;3.25;45.8;1.16;3204.25;1919.0;7087.0;4.14;1.68
0;0.98;1.41;426.6;26.35;3100.61;1904.0;5794.0;4.37;1.06
1;20.49;10.23;89.5;3.6;251.16;1015.0;4938.0;3.45;3.32
1;3.58;1.52;360.5;1.64;302.74;1064.0;5448.0;4.52;0.87
1;15.6;4.54;73.4;1.57;248.62;1013.0;6254.0;4.02;1.71
0;75.68;11.62;107.7;1.64;23.25;560.0;6297.0;4.16;1.51
1;0.76;1.13;187.3;1.0;1763.73;1651.0;5385.0;4.61;0.73
0;62.06;28.2;472.9;2.11;6.07;400.0;5526.0;4.58;0.78
1;171.0;3.88;477.1;4.9;10.86;463.0;6127.0;3.99;1.98
0;12.43;20.76;84.7;2.37;673.53;1299.0;6156.0;3.7;2.56
1;19.57;4.24;61.7;0.97;92.77;791.0;6180.0;4.29;1.24
0;355.8;5.97;172.3;1.87;2.6;324.0;6350.0;4.22;1.39
0;410.99;12.01;550.0;2.09;0.55;220.0;5471.0;4.53;0.9
0;2.18;2.26;44.0;0.64;1114.8;1473.0;6052.0;4.42;0.97
0;1.4;5.06;155.5;0.86;379.5;1126.0;4716.0;4.65;0.61
0;24.91;3.86;150.2;2.24;163.58;912.0;6596.0;4.04;1.76
1;12.31;3.8;263.7;1.51;42.42;651.0;5009.0;4.49;0.84
1;2.62;2.78;120.4;1.06;851.6;1379.0;6088.0;4.45;0.96
0;409.25;13.06;531.2;2.1;0.84;244.0;5910.0;4.47;0.91
1;6.94;3.49;160.8;1.34;239.39;1003.0;6108.0;4.47;1.03
1;5.53;3.49;53.1;1.05;680.77;1303.0;6170.0;4.15;1.42
1;200.72;9.91;822.5;3.32;2.72;327.0;5566.0;4.28;1.17
1;9.41;4.88;79.5;1.14;219.36;981.0;5855.0;4.24;1.27
0;0.94;1.12;71.2;1.18;8250.8;2431.0;6762.0;4.28;1.35
0;1.49;3.03;56.3;1.58;8026.6;2415.0;6316.0;3.91;2.09
0;1.18;1.01;370.4;1.52;905.88;1398.0;5203.0;4.58;0.75
1;66.37;8.56;415.0;1.99;11.59;471.0;6143.0;4.47;0.98
1;13.61;7.62;95.5;1.46;198.73;958.0;6170.0;4.19;1.5
1;6.25;2.46;212.0;1.06;67.62;731.0;4858.0;4.62;0.71
0;0.95;1.72;98.2;0.86;2433.01;1790.0;5959.0;4.55;0.86
1;10.86;6.02;64.8;1.01;154.68;899.0;6339.0;4.45;1.02
0;0.97;0.86;138.3;1.22;3303.84;1932.0;6108.0;4.47;1.03
0;4.06;3.24;105.4;2.11;664.54;1295.0;5051.0;3.98;1.66
1;7.04;3.14;268.7;2.72;445.49;1171.0;5902.0;4.13;1.51
1;4.73;3.75;98.8;3.98;6060.79;2250.0;6655.0;3.49;3.83
0;6.4;3.15;186.6;6.54;2376.4;1780.0;5178.0;3.29;4.86
1;66.64;2.38;277.3;2.99;12.17;476.0;5751.0;4.34;1.16
0;0.74;7.59;292.1;9.67;117.05;839.0;3417.0;4.9;0.35
0;0.95;1.14;175.1;1.39;3129.59;1908.0;6039.0;4.48;1.0
0;369.82;20.23;1599.0;4.25;0.38;201.0;4806.0;4.5;0.84
0;2.18;1.84;116.3;1.22;1398.42;1561.0;6258.0;4.41;1.1
1;160.85;9.43;428.1;3.41;6.87;413.0;5999.0;4.17;1.51
0;3.79;1.71;305.1;16.1;325.63;1083.0;5883.0;4.58;0.79
1;122.08;4.05;799.9;2.92;1.83;297.0;5132.0;4.57;0.77
1;6.26;4.78;51.4;0.81;407.58;1146.0;6384.0;4.36;1.12
1;3.7;1.41;125.7;0.86;247.2;1012.0;5496.0;4.59;0.78
0;0.64;0.3;286.8;2.48;2024.34;1709.0;5073.0;4.57;0.82
0;1.89;6.18;1223.4;19.96;299.44;1061.0;4700.0;4.61;0.71
1;19.88;8.04;109.0;2.49;299.47;1061.0;6918.0;4.02;2.0
0;343.42;11.11;482.7;2.15;1.27;270.0;6115.0;4.47;0.97
0;3.47;4.68;122.7;0.85;209.73;970.0;5297.0;4.63;0.72
1;5.94;1.85;301.0;1.14;48.82;674.0;4391.0;4.6;0.68
0;244.6;10.87;769.8;2.1;0.72;235.0;5166.0;4.59;0.77
1;85.76;5.7;159.1;2.99;18.44;528.0;5037.0;3.78;2.21
1;2.19;1.58;122.3;0.98;345.07;1099.0;4904.0;4.54;0.77
1;7.29;4.05;72.5;0.73;158.19;904.0;5959.0;4.55;0.86
0;3.13;4.48;203.7;1.58;704.95;1315.0;6137.0;4.46;1.02
1;2.55;1.85;185.3;1.25;699.7;1312.0;5970.0;4.52;0.91
1;2.94;1.9;279.6;1.77;473.18;1190.0;5455.0;4.42;0.91
1;145.79;4.89;378.0;1.82;2.84;331.0;5578.0;4.44;0.95
1;10.78;2.62;185.6;1.15;75.83;752.0;5455.0;4.46;0.85
1;2.51;1.83;184.3;1.47;1143.04;1483.0;6278.0;4.42;1.08
0;0.92;0.94;321.0;1.49;1960.12;1697.0;5655.0;4.56;0.83
1;7.85;3.75;68.2;0.81;172.98;925.0;5678.0;4.36;0.99
0;12.43;13.98;620.1;2.22;47.26;669.0;5492.0;4.6;0.75
0;1.28;1.89;69.3;0.84;2160.97;1739.0;5921.0;4.42;1.01
0;5.78;2.22;72.8;1.7;1117.19;1475.0;6443.0;4.02;1.88
0;8.48;8.35;164.9;1.26;87.82;781.0;5555.0;4.55;0.74
1;24.56;8.68;55.2;1.13;90.55;787.0;6170.0;4.19;1.5
1;2.95;3.16;57.0;0.89;1187.5;1497.0;6481.0;4.38;1.17
0;1.23;1.55;150.5;1.17;1846.47;1673.0;5746.0;4.43;0.93
0;2.12;4.01;169.5;1.29;978.38;1426.0;5952.0;4.49;0.97
0;358.96;23.49;670.8;2.37;0.81;242.0;5743.0;4.53;0.9
0;2.18;2.44;245.0;1.09;395.98;1139.0;5357.0;4.63;0.7
0;342.32;12.48;719.7;3.15;2.03;304.0;6425.0;4.37;1.16
0;1.09;2.7;152.7;1.0;1068.22;1458.0;5118.0;4.55;0.83
1;24.67;8.56;109.2;1.76;91.32;788.0;6059.0;4.15;1.55
0;2.32;5.32;66.5;0.87;844.12;1375.0;5780.0;4.44;1.0
