STATUS;ORBITAL_PERIOD_DAYS;TRANSIT_DURATION_HOURS;TRANSIT_DEPTH_PPM;PLANET_RADIUS_REARTH;PLANET_INSOLATION_EFLUX;PLANET_EQ_TEMP_K;STELLAR_TEFF_K;STELLAR_LOGG_CMS2;STELLAR_RADIUS_RSUN
CP;7.7690887;2.6251447;1416.7912077;2.3663308;12.6577686;481.070845;3700.0;4.70036;0.542573
PC;5.9214229;2.4606208;140.4285921;1.0470381;122.1004834;847.8110943;5268.0;4.56138;0.823126
FP;5.6492853;4.0424046;44346.559983;26.5608527;405.0881542;1144.213679;5963.0;4.31132;1.21025
PC;6.3839247;1.5808909;358.7464972;2.2843976;301.4805095;1062.7584328;5849.0;4.33017;1.16353
PC;5.6739336;2.8074156;641.2779235;2.587582;265.3024804;1029.3310585;5873.3;4.46212;1.00286
PC;3.167981;1.352;970.0;;31.7519;661.0;3546.0;4.93943;
PC;53.1991439;6.2024225;591.4602835;2.8396233;16.568599;514.56613;5729.0;4.32178;1.15632
PC;177.5830512;4.7901443;456.0908234;3.5953731;9.1603487;443.7085028;6594.0;4.16825;1.59978
PC;4.7981694;2.1425123;1051.0675882;2.3133532;47.3415434;669.0065237;4065.0;4.59496;0.667797
CP;10.3563596;3.4814933;923.942127;2.4103206;48.1191014;671.7367777;5149.6;4.6;0.772148
CP;35.1257472;2.839;2066.0;3.17021;3.78846;388.0;5149.6;4.6;0.77
CP;21.0153047;4.315;2072.0;3.78219;28.033;641.0;5149.6;4.6;0.77
PC;6.1155829;1.941;322.0;1.56167;152.993;979.0;5284.0;4.54246;0.85
FA;6.2772478;1.5325014;910.5215536;2.5385441;105.278027;816.9663784;5244.0;4.58339;0.800741
PC;1.4923179;1.1558314;669.71826;1.2607994;84.6732757;773.6710387;3577.0;4.75448;0.480553
PC;9.3174113;1.7011801;1790.5546209;2.0623382;7.3649163;420.1570972;3577.0;4.75448;0.480553
PC;22.4586196;7.1989719;445.0003089;2.1229458;33.8973151;615.4050768;5493.0;4.43001;0.978381
PC;63.5809449;3.6561358;1446.5029644;3.0597346;3.1507778;339.8006415;4868.0;4.61964;0.72252
CP;10.5054362;2.4850401;1320.6016253;1.947929;8.2567001;432.3359777;3742.0;4.72382;0.515547
PC;5.1097197;1.6354976;540.1814411;1.3996848;21.5855207;549.743853;3742.0;4.72382;0.515547
PC;30.2004765;4.517;520.0;2.6056;33.1236;668.0;6004.0;4.36245;1.15
PC;17.969639;4.238817;1231.0381518;3.0570342;14.1574455;494.7274115;4410.0;4.507;0.767286
CP;6.0784031;2.117;1810.0;2.07448;15.739;554.0;3630.0;4.76664;0.47
FP;8.1490285;2.3210553;2850.6795113;2.5781465;8.990204;441.633629;3630.0;4.76664;0.466766
PC;;6.7940415;1885.160909;3.4610442;1.4046835;277.6606693;5134.0;4.57244;0.799051
PC;41.7540004;4.491;820.0;2.75297;7.9761;468.0;5337.0;4.48036;0.91
PC;20.261655;2.9685197;612.9485468;2.4206095;30.2935939;598.3529678;5337.0;4.48036;0.914083
PC;;16.0960466;548.082765;2.2664482;7.6309448;423.9008895;5647.0;4.48001;0.953815
CP;124.72987;7.2967692;1781.9160024;3.5130935;1.7337719;292.6629465;4902.0;4.5026;0.831423
PC;49.9950015;5.109;1080.0;2.65286;5.92112;434.0;5274.27;4.61038;0.78
APC;4.3794298;1.6639354;969.6957616;2.3149088;120.9359556;845.782334;4892.0;4.50955;0.742779
PC;230.92212;15.8602661;284.9247434;3.6785805;10.5095659;459.2148716;6395.0;3.89312;2.1204
PC;177.2188871;5.5590645;294.429628;2.0323111;3.4452852;347.4769843;5809.0;4.33351;1.15025
PC;4.3032642;2.5737232;710.7656808;2.66568;195.793;1042.0;5468.73;4.37458;1.05
PC;53.8108713;4.2655099;965.1696621;2.2249096;3.0646979;337.4556203;4455.0;4.55621;0.730261
PC;18.7931749;1.09889;1844.6985474;1.7151271;1.8563658;297.7046646;3457.0;4.84825;0.376775
CP;17.664866;2.7644951;736.3925122;1.2984859;3.5982457;351.2711274;3746.0;4.76979;0.463205
CP;28.1722501;3.3983448;950.5653623;1.4475246;1.9311199;300.6575117;3746.0;4.76979;0.463205
CP;3.1190716;1.1585974;2964.5828911;1.6229796;10.0845871;454.5004101;3285.0;4.98992;0.247331
CP;6.3878202;1.4551851;5857.0164704;2.041471;3.8775285;357.8973634;3285.0;4.98992;0.247331
FP;1.7890217;1.9190564;391.6251669;1.6741803;554.8261181;1237.8242135;5264.0;4.59586;0.791524
PC;;12.4131426;230.8387014;2.4661884;13.8234959;491.7838032;7788.0;4.32577;1.5457799
FP;19.5078657;4.603;1770.0;3.92839;61.4917;780.0;4316.0;4.56;0.71
PC;9.0105414;1.8443264;4125.0713;2.1513682;3.3568205;345.2246743;3275.0;4.438;0.330146
PC;23.6573994;2.308778;1180.9350567;3.0681221;23.5564568;561.884745;5535.0;4.57126;0.846615
PC;9.0753271;3.6156842;586.9172699;2.5831328;122.8680194;849.1403218;5619.0;4.44;0.997589
PC;6.7060238;1.6782365;542.9365808;2.12647;100.7791488;808.0950027;5292.0;4.58201;0.807811
PC;;3.3394704;1474.5340825;3.219425;0.4927756;213.6889395;5292.0;4.58201;0.807811
PC;2.6620728;1.7235054;220.9994213;1.2172175;267.4349792;1031.3932912;4884.0;4.54;0.799716
PC;20.2926468;3.7402567;319.9395199;1.7004976;17.826244;524.0644631;4884.0;4.54;0.799716
PC;3.2723118;1.815;464.0;1.46772;133.517;947.0;4907.0;4.62;0.72
PC;5.904369;2.653;351.0;1.35959;85.3357;846.0;4907.0;4.62;0.72
PC;15.1808746;2.808;689.0;1.86864;18.1396;574.0;4907.0;4.62;0.72
PC;1.9803146;1.66;306.0;1.16969;301.491;1160.0;4907.0;4.62;0.72
PC;9.56111;3.0128111;381.556764;1.6790876;40.5800926;643.7214903;4907.0;4.62;0.723757
PC;15.9152686;1.1393111;652.5574248;2.2277479;23.4115602;561.0187018;4718.0;4.49012;0.821067
FP;0.6332593;0.8622011;1191.4597195;5.3027904;4030.7512475;2032.1990726;5590.0;4.45374;0.976212
CP;2.45457;2.39;19250.0;14.183;508.468;1322.0;5565.0;4.45;0.97
APC;6.8019625;2.9121651;15465.6374163;29.3148832;501.9413628;1207.2104771;6300.0;4.22;1.42268
CP;0.67249;1.801;7890.0;15.7288;14429.0;3053.0;6647.0;4.12;1.7
APC;6.5638575;1.7124147;2132.1775602;7.6270781;239.5709931;1003.4097296;5873.97;4.35182;1.08871
FA;32.76639;6.089;500.0;3.20531;38.3962;693.0;6073.0;4.21;1.39
FP;1.2680452;1.027;538.0;2.24707;504.879;1320.0;5477.0;4.46;0.95
PC;14.0120582;5.9348633;751.5203056;4.4835127;335.0295174;1091.1652269;7184.0;4.25;1.58046
PC;155.8237;10.641846;1164.4006092;5.5521957;156.5032302;902.0914695;7184.0;4.25;1.58046
FP;5.24612;4.194;1030.0;5.61881;368.522;1220.0;5286.9;;1.76
PC;6.2099619;4.49;4090.0;14.369;1293.02;1670.0;6382.0;3.9;2.1
FP;3.6944323;4.915;312.0;3.05838;5824.87;2433.0;8153.0;4.09;2.11
FP;5.3089937;5.876;531.0;3.29803;2090.71;1883.0;6927.0;4.18;1.65
FP;28.6620782;4.351;2600.0;12.4971;119.851;921.0;6280.0;4.05;1.72
FP;2.34483;1.417;370.0;4.2647;580.577;1367.0;6398.0;3.89;2.13
CP;7.2008611;2.03;50063.0;12.0629;9.67439;491.0;3606.0;4.74;0.5
APC;0.3352715;0.7189856;19687.8213975;4.4688;11198.5149308;2623.6739175;3332.0;4.94964;0.3
CP;5.7998189;1.014374;8567.3390223;2.6346124;3.7367095;354.6027378;3179.0;4.99978;0.240233
APC;2.3195654;2.0259086;19508.6953576;12.4030722;195.4879901;953.6736208;4325.66;4.438;0.628365
KP;3.5852284;3.0197224;16909.228538;14.5431829;547.1719916;1233.5328348;5852.0;4.40684;1.06725
PC;10.3088514;3.8012836;2122.245998;4.0217464;66.7917777;729.1224998;5432.0;4.56341;0.843702
KP;3.5539283;3.6341388;9368.3887704;21.2028076;2276.2950187;1761.6794429;6184.0;3.9042;2.0085199
KP;5.0316347;5.265;4912.0;15.3999;1248.65;1656.0;6350.0;3.87;2.16
KP;1.306188;1.4177746;24746.2794438;16.758883;1025.5021895;1443.2894048;5489.0;4.59342;0.820181
KP;5.5080682;2.6399995;21584.7573167;10.7299795;82.2406616;768.0533689;4790.0;4.58765;0.740113
CP;16.3413889;5.3764481;372.0970618;2.629079;86.231465;777.2060824;5991.11;4.37711;1.12506
KP;4.627664;2.306;6190.0;14.3694;1038.78;1581.0;6727.6;4.22;1.55
PC;23.5199045;3.222;1243.0;2.30502;10.453;500.0;4566.4;4.93;0.67
PC;7.7565534;2.4341043;286.2558604;1.1359985;37.2050274;629.8978948;4566.4;4.93;0.672062
KP;5.0052605;4.9057646;7641.404098;13.6314528;746.902456;1333.3240765;6115.0;4.16703;1.46701
KP;1.8468345;2.565;13237.0;16.4012;1845.3;1825.0;6352.0;4.27;1.36
KP;3.2440454;3.6774272;15011.9381969;21.0498466;983.3097556;1428.2108779;5703.0;4.16;1.38951
PC;3.8266587;2.0605848;1181.8154296;2.4536347;81.1071602;765.3931102;4175.0;4.54;0.716312
CP;9.2292078;2.817;1606.0;3.21883;37.6631;690.0;4406.0;4.50428;0.77
CP;95.8531625;5.024;5975.0;5.95763;2.69104;356.0;4406.0;4.50428;0.77
KP;2.7884723;2.9462464;14467.6854046;13.9432645;850.6754194;1377.4020358;5833.0;4.35385;1.12956
CP;7.8519082;1.6318726;3873.9591492;2.1705803;4.8904688;379.2777558;3384.0;4.87998;0.34388
APC;14.1502269;3.8264451;41358.8663923;18.6317683;34.4595552;617.9412206;4882.0;4.45655;0.873952
FP;1.4821845;2.5956827;16269.2562793;27.5079498;4005.675856;2029.0310837;6835.31;4.37191;1.31284
KP;1.4013784;1.7042715;19735.2001267;13.9977478;917.4100949;1403.6558119;4984.0;4.41028;0.934977
PC;18.5537012;3.438;448.0;1.57606;25.0891;623.0;5346.2;4.6;0.8
PC;9.695961;2.772;122.0;0.808552;66.2914;794.0;5346.2;4.6;0.8
KP;2.4706114;1.794486;14310.7159758;13.7703405;817.5658193;1363.7991993;5854.0;4.45;1.01613
CP;18.2616878;3.434;971.0;2.85973;57.4643;767.0;5674.0;4.49483;0.94
PC;9.3004351;2.3510062;1595.2088627;1.5550304;4.6279256;374.0815959;3472.0;4.86042;0.363966
PC;5.5899401;5.032;3840.0;12.1202;1816.63;1818.0;7437.0;4.09;1.95
PC;37.3415931;5.351;766.0;2.1417;12.9381;528.0;5452.0;4.53224;0.88
CP;10.2611329;7.369;1900.0;12.2521;515.939;1327.0;6202.0;3.63;2.78
FP;5.8924856;3.134;4530.0;17.4655;1958.56;1853.0;7272.0;4.0;2.13
PC;26.2049782;5.8635323;5593.1821784;10.15497;68.292759;733.1847347;6115.0;4.25;1.3363301
FP;23.48522;3.546;6020.0;14.0152;62.0856;782.0;5930.0;4.11;1.51
PC;0.5842495;0.559;1041.0;5.50799;1217.74;1645.0;6020.0;4.18;1.34
PC;26.2851404;2.7692779;975.2076991;3.082863;29.1144876;592.4436342;5821.0;4.44094;0.96445
FP;2.2263798;2.863;1270.0;6.51393;2064.9;1877.0;6446.3;4.03;1.84
FP;15.64643;7.75;6010.0;16.1126;323.367;1181.0;5660.0;3.86;1.95
CP;3.3772835;3.6434514;7216.4961357;15.3058361;2195.7879328;1745.8918919;6688.0;4.11;1.73235
FP;2.7180835;6.1842922;329.1728205;4.2423946;3009.1075587;1888.9879062;5668.0;3.76;2.1805999
CP;3.8240826;2.5172521;10096.1098633;16.0547024;1005.8946259;1436.3420387;6243.0;4.24;1.38719
CP;3.7246883;3.078;3320.0;10.8811;686.503;1426.0;6144.0;4.02;1.74
FP;0.67554;0.922;680.0;15.6973;7493.17;2591.0;4872.0;;2.74
FP;8.4249043;2.311;21600.0;15.0361;92.8193;864.0;5756.0;4.51;0.93
CP;8.6007557;3.304;5090.0;10.7988;81.4989;837.0;5389.0;4.06;1.5
APC;10.0509704;6.129;8660.0;13.5943;263.046;1121.0;5844.0;4.16;1.41
CP;34.5059318;3.8206653;17387.9834231;10.4625162;9.5814512;448.7222169;5025.77;4.66348;0.801736
CP;17.3890454;2.6516541;2971.7532268;6.4840125;23.8921547;563.8759593;5025.77;4.66348;0.801736
PC;2.2390502;1.64;490.0;2.73215;640.033;1401.0;6021.0;4.29;1.25
FP;1.5873866;1.51;110.0;1.09083;466.553;1294.0;5028.0;4.55;0.81
FP;12.9773004;4.391;997.0;7.75284;1521.69;1740.0;6610.0;4.14;1.66
PC;5.2132496;3.765;750.0;3.72907;657.521;1410.0;6318.0;4.2;1.47
FP;1.09333;1.975;1250.0;12.2642;2102.07;1886.0;5274.0;;3.39
APC;0.9499997;2.544;4200.0;14.0337;14232.8;3042.0;7421.0;4.0;2.16
PC;5.1354577;3.716;353.0;3.3405;882.558;1518.0;6515.0;3.97;1.99
FP;23.0531698;1.228;2940.0;9.12613;7.85406;466.0;5752.0;4.3;1.19
FP;37.83633;5.713;8240.0;13.5094;80.1971;833.0;6641.0;4.38;1.26
PC;8.2148505;3.839;3140.0;10.4375;216.17;1068.0;6183.0;4.0;1.81
FP;3.1385875;3.541;584.0;4.70639;17444.7;3201.0;6278.0;4.08153;1.55
PC;9.2786686;4.577;527.0;2.23168;240.688;1097.0;6018.0;4.39;1.12
FA;1.78166;2.765;8160.0;13.9111;2772.81;;6528.0;;1.49
FA;1.78252;2.729;1920.0;18.6528;4451.36;2275.0;5085.0;;3.7
FP;0.6856225;0.751;723.0;3.35129;2492.49;1968.0;5829.0;4.41;1.06
PC;2.9601848;2.014;960.0;4.21067;463.247;1292.0;6069.0;4.24;1.33
KP;4.4379727;4.7176624;16222.5125043;20.3565337;944.8725135;1414.0444235;5967.0;4.08;1.5696599
KP;7.8914271;4.2653156;9822.0002486;12.9299942;278.9767986;1042.3456808;5883.0;4.25;1.27992
KP;3.5224751;3.2804955;8602.325645;15.9014832;1423.8679407;1566.7048126;6179.0;4.11;1.5817
KP;3.024111;2.7209657;7558.6411086;12.0899079;1227.3844251;1509.6104781;6041.0;4.22;1.36388
CP;15.1689723;2.0633315;7818.5475582;11.7952966;83.3855897;770.7126737;5713.0;4.34;1.12898
PC;0.4384814;0.5192935;486.4774785;0.6505972;155.7120176;900.9491556;3146.0;4.438;0.284538
PC;8.3522143;1.6637119;3924.642229;1.8017268;3.0609406;337.3521453;3146.0;4.438;0.284538
CP;260.1740061;24.0527095;4747.959592;11.3192423;3.9769164;360.169028;5739.0;4.03;1.62762
PC;8.379057;2.899;2930.0;4.97002;85.2468;846.0;5574.0;4.51;0.91
KP;3.5484481;4.5123025;7022.0056891;15.2165016;1875.0117415;1678.3044553;6295.0;4.03;1.78185
PC;6.5011256;5.442;4370.0;;388.818;1237.0;5485.0;;
CP;6.9067868;6.6850674;1751.7778572;13.4176028;1864.9741402;1676.0537927;5731.8;3.65;3.1513801
PC;7.2147718;4.0147754;8580.1836801;10.1239555;191.6045333;948.9016343;5440.3;4.4;1.08637
PC;4.476922;2.971921;9095.8829177;14.3955457;636.8120268;1281.2166202;5772.2;4.4;1.37148
PC;2.7492277;1.688;11250.0;12.683;271.924;1131.0;5344.0;4.4;1.14
PC;3.735051;2.4293974;8964.0239073;14.2690959;830.1076146;1368.9996875;5829.0;4.3;1.36818
PC;4.4343277;2.8960794;13087.3233045;11.8751226;261.8830502;1025.9981962;4979.4;;1.00254
FP;4.4617755;5.4532494;18854.6431909;31.9660922;2086.0189812;1723.6509122;6354.0;4.24472;2.23892
PC;5.3160704;4.3526595;14202.6126293;19.5006469;621.3098726;1273.3471283;5477.0;4.4;1.5522701
PC;4.0115394;2.2686483;14587.5117969;15.3487909;550.5706841;1235.4438742;5741.0;4.3;1.13908
PC;6.2643442;3.8202596;10552.2490654;11.6261491;223.3157822;985.937996;5262.0;4.4;1.12916
CP;2.1223673;1.5855365;8056.3340252;12.9814367;1534.9059997;1596.3943994;6079.0;4.33912;1.19653
CP;15.3419095;2.736;683.0;1.7005;14.2526;541.0;4669.0;4.63;0.69
PC;4.164514;2.0579197;7675.7705005;8.9598265;254.5595417;1018.7487636;5101.7;;0.933443
CP;1.1953968;1.5752293;1127.2344564;3.5030245;2072.5203184;1720.8556767;5728.0;4.4217;1.02917
KP;4.954648;3.639;7357.0;13.0889;612.686;1386.0;6562.0;4.24;1.47
KP;4.9549631;5.9565174;8236.2566801;18.4504689;1489.5542795;1584.4693148;6282.4;3.92936;1.99207
KP;3.3771114;2.4508029;4515.155077;8.6110106;756.2609502;1337.4811458;5614.86;4.21917;1.28017
CP;10.6953083;2.044;920.0;2.84818;66.8553;796.0;5272.71;3.98846;0.88
PC;2.9360281;2.118;6790.0;7.18912;288.087;1147.0;4983.6;0.2;0.83
PC;1.3477642;1.112;762.0;6.61528;6992.14;2547.0;6252.0;4.19;1.47
CP;11.9124942;3.7520869;19304.2778014;11.3754057;42.7254261;652.0656914;5064.0;4.53576;0.823883
APC;3.05631;3.0708372;17308.3639678;20.0727443;1530.297116;1595.1946687;6344.0;4.21787;1.44638
KP;2.2250514;2.3678871;13144.590055;10.0926189;470.7466523;1188.0003255;5103.0;4.48023;0.883426
FP;0.8891483;1.1970992;44722.5890994;14.8249782;280.571145;1043.8317455;3653.0;4.60969;0.649887
KP;1.7690121;1.0172953;10110.2139841;10.5045599;313.4011658;1073.1116296;4683.0;4.62;0.701795
CP;8.000489;4.6706895;4606.7419685;10.9709265;455.1446051;1178.0320316;6146.0;4.12;1.55738
PC;0.6743453;0.9010413;103652.0705638;12.4716613;98.7994686;804.0969257;3228.0;4.90232;0.321846
PC;3.4391152;3.3615891;12391.7493402;13.6350253;688.3062667;1306.3669377;4955.0;4.4;1.21438
FP;0.62425;0.774288;954.060325;1.671618;353.894099;1106.2112728;3765.0;4.75169;0.525
PC;12.7846809;4.8533784;19658.0816662;11.7994875;49.2454527;675.6336681;5077.7;4.4;0.836244
CP;3.0911721;1.9714799;349.193899;1.666703;295.0992437;1057.0895356;5253.0;4.54958;0.834386
PC;5.1293855;2.8939597;9414.7547938;8.9112749;181.6592422;936.3411803;5116.3;4.45;0.920804
PC;5.179282;2.6320655;5746.9651279;9.3730831;430.1391198;1161.5074108;5784.0;4.3;1.21172
PC;2.4156482;2.837;3550.0;;1169.2;1629.0;5727.0;4.3;
CP;5.7772122;2.56341;1470.3821261;2.8693434;75.3605118;751.4597253;4882.7;4.6;0.729818
PC;5.6807412;4.1093897;1892.9692302;6.2844217;601.257159;1262.9460957;6295.0;4.3;1.38612
PC;3.8300359;4.1744985;7753.4083536;11.7278481;810.4382547;1360.8170209;5916.0;4.3;1.3126301
APC;0.3456911;0.648;2800.0;10.1929;18378.3;3243.0;6282.0;4.3;1.05
PC;10.1688722;4.3884108;7366.339761;12.8424534;258.7751983;1022.940591;5161.7;4.3;1.3986
FP;;0.68;5530.0;8.85869;86.1510668;777.0248613;5709.0;4.438;1.0929
PC;1.3926549;2.0005269;7098.4535786;13.3635819;2439.8676565;1792.5088851;5615.0;4.39;1.2094899
CP;8.4536777;3.5738006;2872.2887525;4.0269258;76.6379132;754.6240935;3588.0;4.60198;0.698009
PC;2.2456869;3.155;12600.0;17.5083;2366.82;1943.0;6381.0;4.2;1.5
PC;6.9309657;5.2921448;6887.4200394;13.513657;586.1868131;1254.9567552;5847.0;4.3;1.59136
PC;0.5055105;0.648232;2269.199137;4.9709812;4944.3687757;2138.6881512;4996.3;4.5;1.01489
PC;3.5775562;3.531;4060.0;;476.6809228;1191.7267626;5823.3;4.3;
PC;0.9017685;0.635;958.0;4.77441;446.986;1280.0;5828.0;3.9;1.36
APC;4.2217717;2.561;594.0;2.81922;305.107;1164.0;5763.48;3.99846;1.21
APC;11.5472009;1.0326107;663.4411526;3.1457403;141.4530508;879.5749032;5763.48;3.99846;1.20847
FP;3.36296;2.594;750.0;2.69668;414.8;1257.0;5420.0;4.5;0.9
PC;4.98668;2.267;860.0;5.51463;339.923;1196.0;6046.0;4.06;1.64
FA;14.445918;1.533311;1273.806981;3.290507;37.1099416;629.4950471;5063.0;4.48439;0.87237
FP;1.79217;1.797;1710.0;21.4342;436.663;1273.0;4884.0;;4.7
FA;5.46278;1.274;2982.0;19.5752;281.499;1141.0;;;1.69
PC;11.45959;0.956;650.0;;;;;;
APC;2.50876;1.2523065;5830.0602325;11.5931606;710.8584449;1316.9386126;5226.0;4.28;1.13416
APC;2.91615;1.481;2280.0;13.4791;253.391;1111.0;6103.0;3.64;2.69
APC;17.14012;1.176;2180.0;8.14257;5.93171;434.0;6378.0;4.1;1.67
CP;3.5315897;2.689;7230.0;14.2116;551.242;1349.0;6209.0;4.09;1.62
FP;0.49642;0.572;1000.0;5.57222;2758.3;2018.0;7000.0;4.33;1.41
PC;3.3904897;2.878;260.0;2.40673;764.344;1464.0;6113.8;4.19;1.43
FP;92.1950921;4.206;3760.0;18.9408;1.49663;308.0;5030.6;;3.0
APC;705.5844658;1.9189212;101204.8459939;17.179547;16.720729;515.743249;3689.0;4.78104;0.487
FP;3.06555;2.483;2920.0;5.41363;1605.05;1763.0;5285.0;4.7;0.71
PC;3.3243;2.337;1150.0;21.7252;181.989;1023.0;4779.7;;5.76
PC;6.53144;5.713;700.0;6.77621;808.553;1485.0;6037.2;3.66;2.58
APC;5.41418;4.428;7850.0;;816.558;1489.0;6664.0;;
PC;5.46377;1.036;4010.0;12.894;23.3924;612.0;5286.9;;1.95
PC;3.7981107;3.914;750.0;4.13478;911.152;1530.0;5042.0;4.04;1.51
FP;2.9663437;4.44;206.0;2.02837;2291.32;1927.0;5807.0;4.14;1.59
FA;5.41402;4.418;7780.0;15.9563;694.699;;6394.3;;1.75
PC;62.1624516;4.319;3710.0;10.3408;10.4285;500.0;7546.0;4.24;1.66
FP;1.27349;1.655;920.0;13.6856;891.053;1522.0;4982.0;;4.35
PC;;4.8120529;4104.5873474;5.5237367;3.1063855;338.5973763;4658.0;4.53096;0.710768
FP;0.8153098;1.373;189.0;1.19041;2785.3;2023.0;5729.0;4.47487;0.97
PC;11.5743561;6.0493763;14285.1321998;18.1309835;205.6631556;965.8481969;5776.0;4.13;1.4578
PC;12.379649;3.3314543;711.2691437;8.6993926;962.3125052;1420.5246749;6582.0;3.69;2.7841101
FA;85.4244796;3.6658465;1134.2233028;4.4208054;10.9176682;463.6093885;5697.0;4.21712;1.29609
PC;26.4579842;3.372;397.0;2.90965;66.2935;794.0;5706.0;4.84423;1.37
PC;11.9526103;2.74;9860.0;11.4014;48.2015;;6049.0;4.438;1.25
PC;13.9631929;4.5245027;812.9002244;2.3118575;46.751059;666.9105884;5270.9;4.438;0.813544
CP;35.1896444;3.3254029;4524.9353925;2.2253696;0.6703132;230.7752258;3446.0;4.89707;0.326932
FP;9.6799809;1.806;15870.0;14.6081;31.1433;658.0;5980.0;4.39;1.11
PC;16.5899263;2.1573675;642.4369483;5.4428798;266.9749353;1030.9494518;6690.0;4.1059;1.7449
FP;;2.67;13400.0;4.214299;1.3025049;272.4674275;3396.0;4.91468;0.334
CP;0.3524597;0.578;305.0;1.76224;1844.98;1825.0;5432.0;4.51;0.9
PC;1.9011452;1.6128566;1640.9567262;5.7647423;831.1124236;1369.4137781;5392.0;;0.986402
PC;1.4937444;2.044;160.0;1.62102;2431.71;1956.0;6328.0;4.32136;1.28
PC;;14.9235889;357.7289632;1.6330887;0.8574118;245.4240451;5599.0;4.57217;0.852643
PC;121.3342908;6.1861599;1830.5369311;4.1767182;4.5797413;373.1040687;6140.0;4.54184;0.957395
PC;0.8294084;0.5583289;254.6127529;2.4799192;4983.6132078;2142.9193755;5951.67;4.438;1.52424
CP;2.326343;1.2195051;4153.6144436;1.9763187;15.1203939;502.933455;3244.0;4.97167;0.261162
CP;3.4950422;1.0311342;2004.426903;1.2734423;6.0694989;400.3206181;3022.0;4.99625;0.242745
PC;2.0344366;0.958248;1142.0994266;0.901106;12.4881234;479.450797;3022.0;4.99625;0.242745
CP;2.2891027;0.8344032;1384.622855;0.9131404;10.6709326;460.9675388;3022.0;4.99625;0.242745
PC;7.1566025;1.218975;674.5586897;3.1263063;253.7528508;1017.9407073;5910.35;4.35957;1.13489
FA;1.4206036;1.6483243;448.0101837;1.1974247;148.490368;890.3162916;3872.0;4.69525;0.548484
PC;2.8411415;1.174;530.0;1.42162;35.9524;682.0;3872.0;4.69525;0.55
PC;10.4029111;1.3721731;824.1851185;1.8465904;10.4421274;458.4764117;3872.0;4.69525;0.548484
FA;;1.51;30400.0;2.432614;0.2909982;187.3235245;2808.0;5.20628;0.128
PC;;4.6288711;261.9656428;2.7599934;5.4579122;389.8310122;6380.43;4.1278;1.61077
APC;26.5456672;2.582;8290.0;29.1697;28.3073;642.0;6180.0;4.06;1.68
APC;32.8236817;15.237374;368.5500142;5.1519952;206.9642192;967.3721204;6258.0;3.68336;2.63025
PC;46.5710978;6.1832559;328.3531481;2.1305645;27.1915284;582.409103;6495.0;4.43957;1.15083
CP;2.6796164;0.9028948;827.5423687;1.8334769;83.7078249;771.4561825;3943.0;4.62547;0.63072
PC;1.1188024;1.119;427.0;1.44009;247.175;1104.0;3943.0;4.62547;0.63
PC;20.1546939;1.3244754;1039.4977103;2.3244125;14.1253091;494.4464236;4863.0;4.63136;0.712388
PC;76.8663962;6.7753035;341.5578492;1.9249103;5.1039406;383.3506039;5482.02;4.5343;0.877042
PC;;12.4042036;178.9213506;3.3789105;40.7166029;644.2621741;6358.0;3.76624;2.43663
PC;1.4663344;0.447;920.0;1.87124;40.7842;704.0;3412.0;4.9014;0.32
PC;3.1434463;1.501;803.0;2.34132;301.599;1160.0;4962.0;4.55115;0.79
KP;2.6865041;2.5524772;12250.4189724;13.7470239;994.8105653;1432.3687809;5738.0;4.23836;1.18274
PC;18.6016754;2.3690896;559.9932489;9.1300283;845.8744041;1375.4544745;6175.0;3.37301;3.7007
PC;210.668358;10.3865576;342.5966404;2.8961818;17.3175389;520.2849849;6683.0;4.22146;1.52592
PC;12.5520766;6.8268193;202.0868952;2.8228669;495.3032121;1203.1992033;7020.0;4.09526;1.84505
FA;0.4018586;1.5779753;111.3648011;0.5525072;568.7058283;1245.4940849;3621.0;4.7197;0.520283
FP;4.9707023;2.586;487.0;2.38733;328.783;1186.0;6109.0;4.33438;1.21
CP;27.2672016;2.4164839;1154.3278885;1.5781136;1.6051398;287.0767134;3546.0;4.77262;0.460014
PC;179.4031712;10.7569968;618.5780905;3.7472354;8.4378703;434.6883098;6863.0;4.27882;1.4648
PC;11.8120707;3.3324162;189.027556;1.7481305;154.3200348;898.9288685;6037.0;4.32817;1.20105
PC;8.9172211;2.6426767;2147.0816912;2.7931797;17.1075621;518.7006367;4066.0;4.67766;0.605243
PC;63.39545;5.1295954;851.8694759;3.3507179;10.0390505;453.9864688;5717.0;4.43377;1.0149601
KP;3.1260778;1.7185367;11383.7527081;10.9257115;328.1564535;1085.5253926;5100.0;4.4651;0.874706
PC;0.3862197;0.9122445;437.6381201;1.1988782;873.6229278;1386.5985937;3863.0;4.67991;0.566304
PC;9.405877;1.5560322;1425.9330181;1.977596;9.8226818;451.5202868;3869.0;4.75875;0.475701
PC;7.0767314;2.444;630.0;2.4422;106.205;894.0;5781.0;4.45679;1.0
PC;6.0683318;1.9825707;1742.7332385;2.1199939;15.1794104;503.4234887;3668.0;4.73795;0.499376
PC;340.3877311;9.2318877;718.3774619;3.6888424;2.3021148;314.1604363;6424.0;4.33722;1.27808
PC;60.06632;2.409;990.0;7.64759;42.0912;709.0;5660.0;4.10485;1.47
PC;139.2632286;15.5650549;403.2688035;1.8388146;2.3286226;315.0609123;5373.01;4.49164;0.90717
