STATUS;ORBITAL_PERIOD_DAYS;TRANSIT_DURATION_HOURS;TRANSIT_DEPTH_PPM;PLANET_RADIUS_REARTH;PLANET_INSOLATION_EFLUX;PLANET_EQ_TEMP_K;STELLAR_TEFF_K;STELLAR_LOGG_CMS2;STELLAR_RADIUS_RSUN
KP;2.70582;4.968;7500.0;18.4904;3557.29;2151.0;6441.6;3.91;2.1
KP;3.6528112;2.8788573;18681.4630568;12.6675004;340.5513253;1095.6337284;5610.0;4.51915;0.907682
KP;4.53347;3.6052513;11929.8619692;13.221703;501.4020843;1206.886094;5846.0;4.31;1.1971
KP;5.8176452;2.577;9178.0;11.6459;277.39;1136.0;5633.4;4.27;1.22
KP;2.1747824;1.654;560.0;1.79105;174.942;1013.0;4542.0;4.58;0.71
KP;2.849282;1.907;4010.0;4.75272;115.305;912.0;4279.0;4.53;0.74
KP;4.0984741;2.323409;16869.9465037;14.8366922;319.8755104;1078.6113787;5198.0;4.33;1.0639499
KP;4.0460644;5.824;8004.0;18.2851;6586.47;2509.0;6404.0;4.03;1.81
PC;6.6629951;1.3454748;949.4386612;3.7022837;257.0820256;1021.2631882;5975.0;4.42;1.07392
KP;7.1385672;2.464;2064.0;3.60516;63.7967;787.0;5144.5;4.6;0.77
KP;3.4715644;2.13;1050.0;2.65245;304.054;1163.0;5144.5;4.6;0.77
KP;4.1591488;3.54;12800.0;12.1616;417.295;1259.0;5576.0;4.34;1.11
APC;18.0826084;2.3867987;8002.7855656;3.911716;11.0589985;465.1025269;3321.0;4.95373;0.296
PC;2.5048178;2.077;1723.0;3.9467;448.655;1282.0;5328.0;4.47;0.92
APC;1.1339769;0.852;630.0;;609.124;1384.0;5986.2;;
PC;5.9167817;1.286;27909.0;18.1119;18.5055;577.0;4781.0;4.29;1.05
PC;5.7740318;4.551;4820.0;24.6129;660.328;1412.0;4837.8;;3.19
KP;8.2000875;2.4601181;1079.5927267;2.7997542;58.2025038;704.4580992;4865.6;4.54;0.793476
KP;4.0248735;2.384;23775.0;11.6786;97.8595;876.0;4492.0;4.52;0.75
PC;0.745637;0.671;932.0;7.71235;3906.17;2202.0;6984.0;4.04;1.96
KP;3.0026215;3.595;5040.0;14.0672;4289.27;2254.0;5630.0;4.11;1.45
PC;4.6003967;1.402;1130.0;5.39503;82.7066;;5970.5;;1.59
PC;3.3129214;2.097;1815.0;4.28877;260.965;1119.0;5512.0;4.44;0.98
CP;5.358776;1.3697764;2708.4393715;1.4454154;6.2795537;403.7401541;3562.0;4.97389;0.275953
PC;1.8868756;2.393;368.0;4.8297;9275.7;2734.0;7751.0;3.81;2.57
CP;9.956296;10.474;1024.0;8.32411;1247.74;1655.0;4956.0;;3.38
PC;0.3011506;0.6404841;1457.6973975;1.2801124;263.5186329;1027.596418;3304.0;4.96212;0.286178
PC;20.3129649;7.1852402;5194.3258042;10.8026737;133.0991422;866.2905237;6490.0;4.23;1.4658999
PC;39.1076478;9.0245368;337.4561615;1.4669377;10.4193507;458.2261962;5490.0;4.61819;0.796293
PC;522.6272677;9.8639237;238.5844154;2.2445426;1.4505715;279.9010524;6199.0;4.21534;1.40973
PC;3.792456;1.2264922;3553.2788818;1.4571721;6.9862517;414.6491761;3319.0;5.03236;0.218553
PC;32.291901;8.0916468;1517.2139238;5.1460938;34.1640224;616.6120377;6013.0;4.438;1.23318
PC;6.5812768;4.663367;55.2290807;1.6765354;241.9466004;1005.888008;5217.0;4.438;2.2631199
CP;3.9649053;1.6788114;1160.5626137;1.4999935;17.615731;522.5103737;3476.0;4.80232;0.426767
FP;0.336826;0.883311;18251.292089;15.240658;11129.6464735;2619.630824;5780.0;4.438;1.0
PC;3.7634028;2.5259027;140.4352916;2.4144238;2109.4342142;1728.4676115;6491.0;4.00559;1.89742
PC;8.9356558;1.9539147;420.5298106;2.0224563;91.9623692;789.8093802;5631.0;4.57723;0.851957
CP;225.1037885;4.0237136;10850.1349366;13.2081506;3.2010509;341.1480504;5965.99;4.28007;1.25231
PC;743.4843888;3.8041623;5535.4604085;5.4510788;3.9939064;360.5530878;5342.0;4.71456;0.697666
FP;22.1536777;7.5893785;4469.3198771;12.6297905;126.5238849;855.3874599;6123.0;4.07991;1.6267
PC;692.5150646;2.6383141;1810.2811624;2.2782015;0.1784528;165.7679643;3614.0;4.71017;0.531248
PC;2.0844882;1.5541575;609.0046533;1.881105;220.7698145;983.115793;4443.39;4.57662;0.713304
PC;0.8409429;1.1780506;549.3465906;1.6732084;331.5613798;1088.3303343;3830.0;4.64404;0.608498
PC;23.5422422;3.2390849;1411.9717256;2.3109407;3.9005169;358.4266471;3830.0;4.64404;0.608498
PC;14.0063765;1.971;300.0;2.26316;19.2603;583.0;5899.0;4.22221;1.33
FP;1.2253159;3.435758;6006.5175069;2.3820012;72.0671413;743.1116558;3725.0;4.92832;0.297644
PC;1.1759834;0.9928338;14881.4796123;7.7193559;82.500462;768.6592267;3054.0;5.08962;0.512881
KP;1.9737719;2.1771701;32350.4373939;14.2783974;265.9747113;1029.9824769;4664.23;4.61963;0.697971
KP;30.3599812;6.0823745;19347.5990647;11.2141216;9.8942349;452.3403225;4815.0;4.5293;0.795118
PC;13.4755461;2.2763948;1090.0934414;1.5718719;5.0549516;382.427399;3710.0;4.7642;0.469524
PC;10.7155521;2.727777;424.299807;1.4160391;15.8954977;509.258495;4207.0;4.66778;0.623617
PC;0.768988;0.512;870.0;2.01326;70.4453;807.0;3734.0;4.69992;0.54
PC;27.9815639;4.901;722.0;2.85252;69.3133;803.0;5905.0;4.34239;1.16
PC;10.4834062;3.2981777;1767.8841835;3.5119412;20.3357654;541.6077626;4271.0;4.60188;0.677846
KP;1.6255124;2.6590029;10095.3614497;11.2971803;1238.8661223;1513.1286131;5483.74;4.38272;1.04426
PC;8.6239097;2.6192964;675.1210806;2.9176946;119.024779;842.4208274;5917.0;4.58257;0.878735
KP;88.495683;6.9510849;2838.5756569;5.1574303;0.4523971;209.1701491;5509.61;4.47728;0.939951
PC;17.5288347;2.1115133;1131.5075681;2.8950078;25.4510626;572.8570065;5164.0;4.5371;0.829519
PC;0.9167992;1.3578155;39.0383592;0.6115871;2437.3433306;1792.0450656;5659.0;5.62196;0.973028
KP;22.3428773;6.700128;5934.9200116;11.3355032;99.086036;804.6793626;6184.0;4.20121;1.42864
KP;;6.6171206;3767.5217478;8.9205086;138.5753642;875.0669002;6184.0;4.20121;1.42864
CP;31.0343214;12.0587354;1572.1891091;10.1577688;33.7343273;614.6639792;5234.0;4.438;2.56935
FA;19.5202386;4.096058;2962.4035565;;49.6259917;676.9351246;5780.0;4.438;
KP;31.5786847;2.1295055;2119.3256676;4.8743389;27.0094647;581.4317504;5696.0;4.40025;1.05178
PC;;12.8976378;384.7552746;2.5653805;1.0601504;258.7984214;6000.0;5.03448;1.2886699
PC;5.3909915;1.954;570.0;2.22182;91.5265;861.0;5405.0;4.53628;0.87
KP;3.2903136;1.7465253;15334.2181362;7.5296069;37.0869991;629.3977311;3579.0;4.67905;0.567309
PC;13.1187746;4.5278413;333.0027831;2.9857871;459.9054123;1181.1005716;7800.0;4.31091;1.57458
KP;17.8335899;3.642;289.0;2.16267;62.1044;782.0;6304.0;4.22164;1.43
APC;4.4291253;0.9461342;700.0516873;6.3443547;2105.6095608;1727.6835992;6559.17;3.95184;2.0848899
PC;25.9213509;2.1208392;589.3171527;1.9119702;13.4574783;488.4956168;5011.0;4.56555;0.786678
FP;27.9102929;10.6336018;18279.5176543;19.2884326;55.0960466;694.8640749;6327.0;4.438;1.39013
KP;8.8849511;1.9958507;16966.9658671;12.6838437;94.2936984;794.7680813;5160.0;4.39775;0.977054
KP;7.8344688;3.1260803;2017.3628771;3.7973353;51.6399559;683.7010001;4837.0;4.60493;0.731146
KP;3.0051929;1.8111648;737.8355831;2.1434355;185.282957;940.9761542;4837.0;4.60493;0.731146
FP;5.5460893;2.2804171;1956.6215347;8.8601851;1504.9446019;1588.5463022;6963.86;4.07013;1.88937
KP;3.7705865;3.9149764;12789.7368577;15.822462;878.8827779;1388.6809829;5897.0;4.18651;1.38188
PC;4.1194175;2.057;722.0;2.68492;232.099;1087.0;5598.0;4.45;0.98
PC;4.6663795;2.526;6900.0;13.2255;711.568;1438.0;7712.0;4.31;1.57
PC;8.2003748;2.168;1521.0;15.9053;530.919;1337.0;6011.0;3.99;1.76
CP;2.7694936;1.031;712.0;1.27326;21.8758;602.0;3807.0;4.77;0.47
CP;5.7060868;0.863;821.0;1.89602;20.536;593.0;3807.0;4.77;0.47
FP;0.5168347;0.936413;33190.706911;6.597837;118.6676385;841.7881825;3274.0;4.9794;0.273
CP;82.6901439;7.5240298;6529.5765126;6.8236925;3.3159282;344.1684282;5073.0;4.53;0.831915
CP;482.8191;10.8504687;6928.144617;6.9087752;48.3867084;672.6687765;5073.0;4.53;0.831915
PC;2.7875233;1.7384121;8077.6726128;15.2099907;1379.1372564;1554.2526706;6408.3;4.34;1.27487
CP;3.9813082;3.1;464.0;2.36323;986.754;1561.0;6011.9;4.36;1.16
CP;7.2455997;2.734;1106.0;14.2395;1192.46;1637.0;6169.1;3.65;2.68
KP;2.2251639;1.545;284.0;1.50436;348.601;1203.0;5509.0;4.5;0.92
FP;3.1442556;1.81;2095.0;4.69096;685.022;1425.0;5691.0;4.45;1.0
KP;11.1684037;5.354;9660.0;12.77;312.155;1171.0;5981.0;4.31;1.22
PC;5.5109534;2.411;520.0;3.08109;262.935;1121.0;6404.0;4.31;1.31
PC;2.3494903;2.014;9053.0;14.6551;1355.37;1690.0;7418.5;4.31;1.51
PC;2.6921752;3.246;9194.0;16.0682;4194.73;2242.0;7461.4;4.22;1.68
CP;10.9245478;1.8716477;653.537141;1.9015018;35.242668;621.4224577;4884.0;4.49;0.74413
FP;3.1129681;2.308;585.0;1.5002;151.507;977.0;4104.0;4.57;0.69
PC;5.2289874;3.386;320.0;2.3513;538.64;1342.0;6213.0;4.3;1.28
KP;4.1137862;5.235;5739.0;15.0368;3108.45;2080.0;6327.0;3.99;1.88
APC;4.5461685;3.323;5251.0;21.1272;3271.08;;5341.8;3.98;2.4
PC;13.8338893;1.4260598;8899.362156;10.4349704;22.7363971;556.929421;4225.95;4.37245;0.876814
PC;5.3193755;6.6913995;6537.0839819;19.6684639;1968.900323;1698.9307701;6350.0;3.78918;2.3693399
PC;1.5538188;0.923936;3449.9519182;1.2643202;17.9814886;525.2017443;3244.0;5.07736;0.192729
PC;3.4878754;2.8827447;18093.4842065;16.8851071;706.3971426;1314.8674761;5752.44;4.27789;1.22041
KP;3.7998536;1.8114914;25455.0849851;13.2670623;88.67126;782.6461795;4133.4;4.48806;0.759375
PC;3.4732399;4.3731099;10338.2192807;16.6589645;2304.5286397;1767.1168865;7406.97;4.27763;1.56373
PC;4.1074291;3.0844055;900.9217753;3.971632;445.4447971;1171.7048355;5205.0;4.45924;1.30055
PC;1.3887494;1.38;3301.0;15.9057;12503.9;2945.0;7825.0;4.07227;2.08
KP;4.5195089;3.1628648;17738.8625444;14.3049176;382.449189;1127.8807531;5887.0;4.44001;1.0321
APC;1.2969404;3.4301667;52197.5005433;11.2860342;48.3357374;672.4915576;3003.0;4.76981;0.463184
KP;3.2588316;2.2220346;22743.2337536;12.8714868;284.4141772;1047.3879178;5387.06;4.58431;0.817114
KP;2.7908285;2.2599869;10049.6938823;16.7559488;1998.7811524;1705.3403223;6635.91;4.24728;1.4707
PC;2.191342;1.8100691;1062.791258;2.301946;243.7119088;1007.7178174;4384.23;4.438;0.720126
PC;17.4756122;2.895;790.0;2.65592;24.581;620.0;5387.2;;0.84
FP;23.1438551;5.7659467;6955.8738937;13.2171669;36.2033889;625.6148603;5356.0;4.38;1.06356
KP;6.32668;2.0310601;520.8002154;2.2901554;195.7303563;953.9690748;5673.0;4.46318;0.975383
PC;714.6970956;5.6919436;457.0864505;2.491011;0.5647608;221.0985478;6324.0;4.37047;1.12577
FP;2.53405;1.944;4070.0;26.5362;3632.83;2162.0;6497.8;4.17;1.65
PC;721.5622191;4.5933413;2177.931991;4.5521238;0.3470093;195.7514704;6294.0;4.53886;0.968886
PC;33.6356252;3.884357;724.0198395;2.3945586;14.5288129;497.9403065;5614.0;4.60434;0.821642
PC;63.1448519;4.9925509;1697.0188103;2.8828549;1.8139846;295.9907568;4152.0;4.55825;0.702045
CP;271.938639;11.1292466;483.1688883;3.5295923;1.2295467;268.5690786;5490.04;4.02198;1.5819
FP;0.8706763;1.007;1861.0;6.52133;1486.34;1729.0;6121.0;4.16573;1.47
FP;49.1077047;2.9402319;28125.1452075;12.3506372;3.1634389;340.1414927;4358.0;4.55296;0.72245
FP;42.8289152;2.3248526;85688.8204519;8.539416;0.2884754;186.9161969;3090.0;4.93803;0.289034
PC;14.3540583;2.5122529;1053.0719668;2.8052104;38.4877433;635.2583194;5142.48;4.50291;0.86465
CP;10.2829583;3.5348916;865.1246457;2.7186716;87.4018996;779.8300521;5700.0;4.54131;0.894563
PC;3.990679;2.7900392;670.2495772;2.7025526;502.3405437;1207.4504214;6153.0;4.48335;1.02672
PC;13.0780555;4.4541336;932.1214968;3.3632641;103.1976309;812.9001083;6153.0;4.48335;1.02672
FP;0.8185672;0.9809687;44712.1811611;4.1552603;151050.0669195;5028.0545421;31000.0;5.59998;0.18
PC;2.6857229;2.2391182;632.8097747;2.8622325;854.2741042;1378.8564659;5978.0;4.42301;1.06715
CP;22.0933922;5.4095076;2633.6009111;9.7603293;192.5802083;950.1073168;6798.4;4.11;1.75449
PC;3.6022377;1.032552;2229.9856882;1.1671855;7.9279121;427.9661854;3266.0;4.99716;0.242091
PC;5.0256637;1.8885767;650.1415697;1.4655752;23.1770314;559.6083706;3782.0;4.72167;0.518021
PC;10.7387039;1.5317637;803.3539058;1.7168904;8.4213145;434.4749293;3782.0;4.72167;0.518021
PC;0.3181853;0.762;480.0;1.78228;1654.43;1776.0;4242.23;4.5065;0.75
PC;5.0872348;8.035;4037.0;17.9284;10680.9;2832.0;8972.0;3.83;3.02
PC;8.9299483;3.2002668;26516.4016202;12.6566078;36.0859625;625.1069435;4379.0;4.49;0.777586
PC;8.8346147;3.0143987;646.0966072;2.5385619;144.6819536;884.5519427;5991.0;4.50886;0.968041
PC;11.0696104;3.1681143;591.1055416;2.5924247;107.1078742;820.4934142;5991.0;4.50886;0.968041
KP;15.3886607;4.3300643;407.1050545;2.5382638;87.1069216;779.1712437;6101.0;4.44514;1.0623
PC;15.0758735;3.502;645.0;2.41942;48.6781;735.0;5744.71;4.44026;1.01
KP;3.8361623;2.4128495;5357.5774934;6.2369926;190.7135382;947.796565;4910.0;4.60108;0.84738
PC;2.6672418;2.858;11150.0;8.5917;307.867;1166.0;4432.0;4.5;0.77
PC;11.1878978;2.457;8190.0;10.1018;36.1679;683.0;5721.0;4.39;1.07
PC;18.6224802;4.088;9890.0;12.759;84.0311;843.0;5654.5;4.44;0.99
PC;16.3764188;4.775;1230.0;4.23355;115.374;913.0;6397.0;4.36;1.24
PC;10.6936683;2.411;10680.0;12.2512;37.24;688.0;5820.0;4.34;1.14
PC;3.6749802;1.743;23820.0;11.714;92.6245;864.0;5134.0;4.66;0.72
PC;3.439221;1.693;5050.0;6.2369;117.243;916.0;5053.0;4.48;0.87
PC;8.115667;0.9600196;1807.4400226;5.8543726;344.4795703;1098.7796748;6200.0;4.25;1.35175
PC;6.0142432;2.262;1210.0;2.96676;103.111;887.0;5575.0;4.58;0.85
PC;1.0451165;0.794;1010.0;6.13091;1195.11;1638.0;5921.2;4.11;1.52
KP;4.1876154;3.0070217;10906.185708;13.9002369;811.3504171;1361.1997652;6675.0;4.20094;1.23733
PC;1.5090806;1.796;26050.0;14.3177;365.719;1218.0;4674.0;4.46;0.84
PC;8.8085782;1.92;9550.0;;;;;;
PC;4.7034187;1.937;1390.0;2.58065;50.104;741.0;4481.0;4.6;0.69
PC;5.2916448;2.645;17870.0;10.1289;51.2343;745.0;4397.1;4.56;0.75
PC;3.0002713;3.519;8490.0;12.4821;1054.22;1587.0;5902.3;4.27;1.26
PC;3.6831574;4.43;6190.0;12.4845;1500.66;1733.0;6304.0;4.09;1.66
CP;2.9093856;2.075;45160.0;12.8688;46.992;729.0;3666.0;4.66;0.59
PC;17.9450925;1.673;16550.0;13.3791;5.5686;427.0;5681.0;4.44;1.01
PC;1.0049552;0.92;8600.0;5.19137;63.8249;787.0;3210.0;4.81;0.42
FP;0.2476684;0.401;2460.0;5.81442;1087.04;1599.0;4886.0;4.59;0.75
FP;1.734422;2.32;1230.0;4.24151;4861.83;2326.0;5890.0;4.48757;0.94
PC;15.5014296;1.663;90070.0;10.8287;0.691797;254.0;3382.0;4.87;0.36
PC;17.1470323;3.895;2310.0;5.37173;46.4785;727.0;5689.0;4.34;1.13
PC;6.6132132;5.646;10010.0;15.5423;619.404;1389.0;6110.0;4.1;1.58
PC;4.8667353;0.728;6370.0;16.8337;35.4585;679.0;5383.0;4.38;1.03
PC;4.2430633;3.582;7270.0;12.965;459.164;1289.0;5595.0;4.07;1.53
PC;3.5779775;1.795;830.0;2.15124;54.0709;755.0;3991.0;4.67;0.61
PC;13.291966;2.48;7360.0;8.65633;30.0086;652.0;5042.0;4.45;0.9
PC;4.0589926;0.789;2440.0;5.84962;28.012;640.0;5556.0;4.44;0.99
PC;4.7743169;2.968;10690.0;12.3583;239.866;1096.0;5549.0;4.29;1.18
PC;6.8170909;4.392584;2977.5740385;7.4200144;297.4095784;1059.1524799;4955.0;;1.25717
KP;3.3252703;2.0538144;34741.7763037;11.5039006;47.331494;668.9710175;3724.0;4.68255;0.596801
PC;17.4314043;4.06;8180.0;9.8169;43.2591;714.0;5923.0;4.4;1.08
PC;3.0421828;2.628;20390.0;14.5498;414.535;1257.0;5582.5;4.43;1.0
FP;6.7934811;1.824;5400.0;15.1938;111.068;904.0;6121.0;3.94;1.92
FP;3.0929206;2.248;5640.0;11.6629;460.711;1290.0;5787.4;4.15;1.43
PC;6.4879123;1.648;7260.0;16.7425;92.2897;863.0;6782.0;4.13;1.73
PC;7.0308254;3.198;1560.0;3.61495;149.202;973.0;5516.0;4.51;0.9
PC;7.9461192;2.339;8750.0;13.6973;49.6833;739.0;5416.0;4.13;1.38
PC;3.313358;3.014;6230.0;14.6999;817.242;1489.0;6209.0;3.97;1.87
PC;7.7688831;1.353;7970.0;11.4556;40.9939;704.0;5851.0;4.35;1.14
PC;2.4337374;1.835;12540.0;8.67796;116.886;916.0;4294.3;;0.74
CP;13.6308024;4.3426564;1179.1033339;3.5493962;60.1603117;710.3089208;6114.0;4.5101;1.00528
APC;11.5341529;1.332;1750.0;6.82739;19.425;584.0;6356.0;4.18;1.51
PC;8.5725884;4.495;4880.0;10.4135;222.607;1076.0;5807.0;4.11;1.5
PC;4.0519584;0.666;5310.0;10.7206;24.4556;619.0;5147.0;4.28;1.12
APC;1.9113216;1.167;7400.0;10.1581;223.347;1076.0;4578.0;4.25;1.05
PC;5.629318;1.847;8030.0;14.4974;86.4308;849.0;5885.0;4.1;1.53
PC;35.7861915;2.924;20160.0;13.2073;8.69035;478.0;5755.0;4.59;0.85
PC;4.1249095;3.025;5480.0;10.7709;453.643;1285.0;6007.5;4.16;1.44
PC;5.0274739;6.229;4070.0;13.8852;861.273;1509.0;5178.0;;2.12
PC;4.2333233;2.325;10850.0;12.5093;217.929;1070.0;5696.0;4.33;1.14
PC;10.1766089;4.474;7980.0;11.0026;154.351;981.0;5452.0;4.26;1.19
CP;12.1914558;3.3188127;2625.0570737;4.6131319;44.7551381;659.6756823;5418.0;4.57259;0.840971
APC;2.2964514;1.734;3430.0;;150.096;975.0;4391.0;;
PC;8.5821795;3.835;6790.0;9.30439;149.861;974.0;5818.0;4.38;1.1
PC;3.121702;3.323;12650.0;14.8115;842.648;1500.0;5944.0;4.25;1.29
PC;5.1155806;3.042;6250.0;13.6976;366.902;1219.0;6349.0;4.07;1.71
APC;2.6875966;1.469;2480.0;13.3886;272.867;1132.0;5885.0;3.77;2.24
PC;11.9140328;5.076;3050.0;9.89059;194.396;1040.0;5359.0;4.08;1.77
PC;735.982363;5.289;9100.0;12.541;0.0728708;;5309.0;4.41;1.01
PC;0.4709937;0.336;1900.0;14.5973;2761.87;2019.0;6719.0;4.26;1.47
PC;3.3560085;3.354;10850.0;15.1419;1635.6;1771.0;5906.0;4.26;1.27
APC;6.2397532;3.209;11490.0;7.89594;587.658;1371.0;5956.9;;0.5
KP;3.5857076;2.7072065;11813.302926;15.8525901;1089.1709863;1465.1893915;6400.0;4.34435;1.34556
PC;1.4798437;2.702;3090.0;8.37272;2205.43;1909.0;5475.0;4.07;1.5
PC;3.7081082;6.54;1490.0;13.6266;1874.58;1833.0;5337.0;;3.56
PC;8.8720052;3.592;4370.0;8.76898;117.013;916.0;5626.0;4.2;1.31
APC;2.9532479;3.095;6210.0;;2007.04;1864.0;7076.3;;
PC;7.9144674;3.114;20760.0;14.5746;80.2209;833.0;5431.0;4.42;1.0
FP;6.4274159;1.277;3940.0;12.9491;41.0821;705.0;6227.0;4.12;1.58
PC;5.2376102;6.518;3830.0;16.2444;3686.59;2170.0;7666.0;3.87;2.59
PC;4.1583367;3.043;9610.0;16.0152;1509.9;1736.0;8131.7;4.35;1.55
PC;5.1409029;2.265;5830.0;8.29803;207.445;1057.0;6282.4;4.47;1.07
PC;14.3953055;2.87;17315.0;11.615;23.3681;612.0;4850.0;4.56;0.77
APC;0.5682596;0.755;42540.0;24.8489;138.045;954.0;3294.0;4.438;0.5
PC;3.7810832;3.069;8030.0;15.3456;702.278;1434.0;6364.0;4.14;1.59
PC;4.0086493;2.468972;9213.7506419;7.2935622;161.1042737;908.6497573;4779.0;;0.77199
PC;10.8910909;3.992;4350.0;10.6208;177.179;1016.0;6619.0;4.17;1.61
PC;3.6590997;2.955;8630.0;14.6976;814.239;1488.0;6624.0;4.18;1.58
PC;3.572359;2.731;1300.0;3.43709;495.575;1314.0;5730.0;4.52;0.92
PC;2.0763072;1.223;16220.0;12.6426;243.693;1100.0;5805.0;4.5;0.95
PC;4.2971136;2.775;26010.0;14.1426;166.22;1000.0;5203.0;4.53;0.85
PC;7.151653;1.193;11740.0;22.4773;44.731;720.0;5635.0;4.32;1.14
PC;6.0879495;1.639;26720.0;12.8134;12.8029;526.0;3971.0;4.6;0.66
PC;6.9279673;1.868;6830.0;9.55039;70.231;806.0;5950.0;4.44;1.04
KP;1.5732848;2.4285285;16875.7909849;14.7247524;1563.6373659;1603.8131115;5400.0;4.38782;1.09539
PC;4.0681112;3.284;2150.0;9.75584;4517.28;2283.0;7070.0;4.13;1.78
PC;1.4553693;1.236;9810.0;13.4308;1295.38;1671.0;6344.5;;1.25
PC;1.8911553;1.085;14530.0;21.7999;538.48;1342.0;5711.0;4.44;1.01
PC;5.3054422;3.785;18200.0;17.4742;510.647;1324.0;6473.0;4.35;1.27
PC;6.2356356;5.544;2470.0;9.02698;633.344;1397.0;5854.0;3.97;1.76
PC;3.541053;2.031;21620.0;;;;;;
PC;2.8564778;4.678;5320.0;21.5886;8379.19;2665.0;5777.0;4.02;1.65
CP;9.3202467;4.963;2200.0;7.8768;250.474;1108.0;5916.0;4.02;1.67
FP;4.6498719;4.995;8110.0;16.6839;4756.94;2313.0;9056.0;4.3;1.78
APC;8.1703609;3.365;9410.0;22.3829;1223.74;;8190.0;4.438;2.1
KP;2.5167257;2.5896099;16406.5457432;12.9083148;558.8280149;1240.0502722;5403.0;4.50146;0.982638
PC;5.7728793;3.883;6900.0;;;;;;
PC;2.4849639;2.977;6830.0;14.0194;1421.21;1710.0;6252.0;4.11;1.6
PC;4.1034672;2.918;6920.0;10.5038;689.785;1427.0;6753.0;4.39;1.27
PC;6.2185453;3.122;7840.0;19.4459;798.226;1480.0;7968.0;4.06;2.14
PC;4.8013522;4.644;4690.0;14.2355;1151.39;1622.0;6399.9;3.9;2.11
PC;4.413935;2.604;10370.0;13.3105;293.437;1153.0;5972.0;;1.28
PC;7.5395871;2.44;2920.0;4.39334;55.2646;759.0;5223.0;4.6;0.78
PC;5.2192426;2.45;1500.0;3.8343;190.795;1035.0;5688.0;4.45;0.99
PC;4.1018859;3.576;10690.0;13.8992;759.181;1462.0;6327.7;4.3;1.31
PC;1.3832999;2.774;9020.0;16.4864;10840.4;2842.0;5786.0;4.33;1.16
PC;8.2617663;2.5663307;1418.3308985;2.3414536;18.8227716;531.2398464;4105.0;4.60015;0.6194
PC;3.2141617;1.618;3370.0;11.8959;462.146;1291.0;7137.0;4.17;1.72
PC;3.6014534;3.747;10790.0;;;;;;
PC;5.0467874;4.516;7190.0;9.9097;995.585;1564.0;6252.0;4.45;1.08
PC;5.3970484;6.194;2800.0;11.7601;1200.61;1639.0;5996.0;3.78;2.24
PC;3.6307276;3.198;10550.0;14.0586;855.031;1506.0;6350.0;4.35;1.25
PC;22.7273078;2.485;6510.0;19.0824;34.998;677.0;6243.0;3.93;1.98
PC;8.0823172;1.414;4360.0;15.2282;59.7456;774.0;5351.5;;0.98
PC;2.0804611;3.608;5260.0;11.5464;3648.06;2165.0;6434.0;4.14;1.6
PC;5.7627112;3.501;9670.0;15.7774;1176.49;1631.0;6589.0;4.24;1.48
CP;9.6578504;5.943;2300.0;9.98401;258.473;1117.0;5557.0;3.79;2.09
PC;3.0629783;3.0551871;4201.1811431;14.5105081;2303.34;1912.9129538;7691.0;4.11671;2.05
PC;7.7223185;3.344;11390.0;;717.021;1441.0;8539.7;;
PC;3.7863767;5.123;2190.0;9.94411;2897.86;2044.0;6892.9;3.95;2.16
PC;4.3591525;3.559;1030.0;3.61577;626.954;1394.0;5866.0;4.3;1.2
PC;5.8679992;5.605;4550.0;14.2889;1505.89;1735.0;7054.0;3.96;2.16
PC;1.6025971;2.212;13050.0;10.4975;905.776;1528.0;5164.0;4.43;0.95
PC;16.3734954;5.022;7810.0;;67.779;799.0;5809.3;;
PC;1.9326573;1.6191056;14051.9827876;10.5088307;484.1155352;1196.3465579;4909.0;4.47;0.861743
PC;2.7319222;3.913;3880.0;13.2415;2289.27;1927.0;5473.0;3.79;2.08
PC;7.2644599;3.233;7988.0;15.0763;468.187;1295.0;6617.0;4.15;1.64
PC;2.8636452;3.402;8590.0;;11583.8;2890.0;8675.5;;
KP;2.9444273;2.4478494;20291.3838652;12.7921539;317.4314288;1076.5451049;5150.0;4.55754;0.88727
PC;1.9491813;3.119;11670.0;15.8333;3650.34;2165.0;6472.0;4.29;1.36
APC;6.0049484;3.366;8932.0;12.6954;315.049;1173.0;6373.5;4.26;1.26
PC;2.8894603;2.561;17030.0;13.0354;480.071;1304.0;5604.0;4.46;0.97
PC;1.7454828;1.923273;6919.1303309;14.1453349;3879.8071248;2012.9003882;6674.0;4.24;1.4871401
PC;8.6000244;3.974;1620.0;4.55822;180.356;1020.0;5700.8;4.33;1.14
PC;2.4732088;2.244;2740.0;15.4982;1846.66;1826.0;6643.0;4.04;1.87
PC;10.4137997;3.774;6720.0;10.0431;118.725;919.0;6079.0;4.33;1.2
PC;2.9588764;2.682;12900.0;14.8585;1285.38;1668.0;6041.0;4.38;1.13
PC;3.8074213;4.4775157;8643.7888966;15.4202705;805.2235864;1358.6227154;5296.0;4.01;1.56375
PC;10.7490194;2.256;9240.0;11.4707;27.7925;639.0;5424.0;4.3;1.14
FP;2.921685;3.17791;17562.44572;19.091127;1458.3996927;1576.1185868;6332.0;4.26074;1.37266
PC;4.6942884;3.224;5310.0;16.4932;948.685;1546.0;6400.0;3.93;2.03
PC;1.9055614;1.726;5841.0;;;;6071.0;;
APC;3.7244324;2.913;6600.0;;3666.29;2167.0;7759.0;;
APC;6.7519508;1.603;11050.0;19.5004;209.336;1059.0;8297.0;4.29;1.69
PC;3.3583921;2.644;9170.0;8.84831;344.843;1200.0;5177.0;4.46;0.91
